state_alpha,season,week,cal_week,week_ending,EXCELLENT,FAIR,GOOD,POOR,VERY POOR,INDEX,GE,PVP
AL,2016,10,21,2016-05-29,0.0,37.0,62.0,1.0,0.0,361.0,62.0,1.0
AL,2016,11,22,2016-06-05,4.0,39.0,52.0,5.0,0.0,355.0,56.0,5.0
AL,2016,12,23,2016-06-12,5.0,38.0,51.0,6.0,0.0,355.0,56.0,6.0
AL,2016,13,24,2016-06-19,5.0,37.0,51.0,6.0,1.0,353.0,56.0,7.0
AL,2016,14,25,2016-06-26,2.0,40.0,49.0,7.0,2.0,342.0,51.0,9.0
AL,2016,15,26,2016-07-03,3.0,36.0,46.0,13.0,2.0,335.0,49.0,15.0
AL,2016,16,27,2016-07-10,2.0,37.0,44.0,14.0,3.0,328.0,46.0,17.0
AL,2016,17,28,2016-07-17,3.0,36.0,44.0,15.0,2.0,331.0,47.0,17.0
AL,2016,18,29,2016-07-24,3.0,35.0,47.0,14.0,1.0,337.0,50.0,15.0
AL,2016,19,30,2016-07-31,6.0,36.0,44.0,13.0,1.0,341.0,50.0,14.0
AL,2016,20,31,2016-08-07,7.0,35.0,45.0,12.0,1.0,345.0,52.0,13.0
AL,2016,21,32,2016-08-14,8.0,35.0,44.0,12.0,1.0,346.0,52.0,13.0
AL,2016,22,33,2016-08-21,9.0,35.0,45.0,11.0,0.0,352.0,54.0,11.0
AL,2016,23,34,2016-08-28,10.0,35.0,45.0,10.0,0.0,355.0,55.0,10.0
AL,2016,24,35,2016-09-04,10.0,35.0,44.0,11.0,0.0,353.0,54.0,11.0
AL,2016,25,36,2016-09-11,10.0,34.0,44.0,11.0,1.0,351.0,54.0,12.0
AL,2016,26,37,2016-09-18,10.0,35.0,43.0,11.0,1.0,350.0,53.0,12.0
AL,2016,27,38,2016-09-25,9.0,33.0,41.0,14.0,3.0,339.0,50.0,17.0
AL,2016,28,39,2016-10-02,8.0,35.0,40.0,14.0,3.0,336.0,48.0,17.0
AL,2016,29,40,2016-10-09,8.0,35.0,39.0,15.0,3.0,334.0,47.0,18.0
AL,2016,30,41,2016-10-16,6.0,37.0,36.0,17.0,4.0,323.0,42.0,21.0
AL,2017,9,20,2017-05-21,1.0,15.0,83.0,1.0,0.0,384.0,84.0,1.0
AL,2017,10,21,2017-05-28,6.0,8.0,84.0,2.0,0.0,394.0,90.0,2.0
AL,2017,11,22,2017-06-04,12.0,11.0,77.0,0.0,0.0,401.0,89.0,0.0
AL,2017,12,23,2017-06-11,7.0,11.0,81.0,1.0,0.0,394.0,88.0,1.0
AL,2017,13,24,2017-06-18,12.0,16.0,72.0,0.0,0.0,396.0,84.0,0.0
AL,2017,14,25,2017-06-25,7.0,14.0,78.0,1.0,0.0,391.0,85.0,1.0
AL,2017,15,26,2017-07-02,8.0,21.0,69.0,2.0,0.0,383.0,77.0,2.0
AL,2017,16,27,2017-07-09,9.0,12.0,77.0,1.0,1.0,392.0,86.0,2.0
AL,2017,17,28,2017-07-16,10.0,10.0,80.0,0.0,0.0,400.0,90.0,0.0
AL,2017,18,29,2017-07-23,11.0,13.0,74.0,1.0,1.0,393.0,85.0,2.0
AL,2017,19,30,2017-07-30,11.0,13.0,73.0,2.0,1.0,391.0,84.0,3.0
AL,2017,20,31,2017-08-06,15.0,11.0,73.0,1.0,0.0,402.0,88.0,1.0
AL,2017,21,32,2017-08-13,22.0,10.0,68.0,0.0,0.0,412.0,90.0,0.0
AL,2017,22,33,2017-08-20,26.0,12.0,61.0,1.0,0.0,412.0,87.0,1.0
AL,2017,23,34,2017-08-27,30.0,11.0,57.0,1.0,1.0,414.0,87.0,2.0
AL,2017,24,35,2017-09-03,34.0,10.0,56.0,0.0,0.0,424.0,90.0,0.0
AL,2017,25,36,2017-09-10,36.0,8.0,56.0,0.0,0.0,428.0,92.0,0.0
AL,2017,26,37,2017-09-17,29.0,10.0,60.0,1.0,0.0,417.0,89.0,1.0
AL,2017,27,38,2017-09-24,32.0,12.0,55.0,1.0,0.0,418.0,87.0,1.0
AL,2017,28,39,2017-10-01,29.0,13.0,56.0,2.0,0.0,412.0,85.0,2.0
AL,2017,29,40,2017-10-08,26.0,12.0,60.0,2.0,0.0,410.0,86.0,2.0
AL,2017,30,41,2017-10-15,25.0,11.0,63.0,1.0,0.0,412.0,88.0,1.0
AL,2017,31,42,2017-10-22,25.0,13.0,60.0,2.0,0.0,408.0,85.0,2.0
AL,2018,12,23,2018-06-10,10.0,5.0,85.0,0.0,0.0,405.0,95.0,0.0
AL,2018,13,24,2018-06-17,16.0,11.0,73.0,0.0,0.0,405.0,89.0,0.0
AL,2018,14,25,2018-06-24,15.0,7.0,78.0,0.0,0.0,408.0,93.0,0.0
AL,2018,15,26,2018-07-01,16.0,8.0,76.0,0.0,0.0,408.0,92.0,0.0
AL,2018,16,27,2018-07-08,22.0,9.0,69.0,0.0,0.0,413.0,91.0,0.0
AL,2018,17,28,2018-07-15,23.0,7.0,70.0,0.0,0.0,416.0,93.0,0.0
AL,2018,18,29,2018-07-22,22.0,6.0,72.0,0.0,0.0,416.0,94.0,0.0
AL,2018,19,30,2018-07-29,26.0,7.0,67.0,0.0,0.0,419.0,93.0,0.0
AL,2018,20,31,2018-08-05,18.0,8.0,74.0,0.0,0.0,410.0,92.0,0.0
AL,2018,21,32,2018-08-12,10.0,15.0,75.0,0.0,0.0,395.0,85.0,0.0
AL,2018,22,33,2018-08-19,6.0,17.0,77.0,0.0,0.0,389.0,83.0,0.0
AL,2018,23,34,2018-08-26,6.0,18.0,76.0,0.0,0.0,388.0,82.0,0.0
AL,2018,24,35,2018-09-02,6.0,19.0,75.0,0.0,0.0,387.0,81.0,0.0
AL,2018,25,36,2018-09-09,6.0,21.0,73.0,0.0,0.0,385.0,79.0,0.0
AL,2018,26,37,2018-09-16,5.0,22.0,72.0,1.0,0.0,381.0,77.0,1.0
AL,2018,27,38,2018-09-23,4.0,21.0,73.0,2.0,0.0,379.0,77.0,2.0
AL,2018,28,39,2018-09-30,4.0,23.0,71.0,2.0,0.0,377.0,75.0,2.0
AL,2018,29,40,2018-10-07,5.0,26.0,65.0,4.0,0.0,371.0,70.0,4.0
AL,2018,30,41,2018-10-14,8.0,30.0,59.0,3.0,0.0,372.0,67.0,3.0
AL,2018,31,42,2018-10-21,4.0,26.0,68.0,2.0,0.0,374.0,72.0,2.0
AL,2019,12,23,2019-06-09,1.0,14.0,81.0,3.0,1.0,378.0,82.0,4.0
AL,2019,13,24,2019-06-16,3.0,20.0,75.0,1.0,1.0,378.0,78.0,2.0
AL,2019,14,25,2019-06-23,4.0,14.0,79.0,2.0,1.0,383.0,83.0,3.0
AL,2019,15,26,2019-06-30,6.0,18.0,74.0,2.0,0.0,384.0,80.0,2.0
AL,2019,16,27,2019-07-07,4.0,14.0,80.0,2.0,0.0,386.0,84.0,2.0
AL,2019,17,28,2019-07-14,7.0,15.0,76.0,2.0,0.0,388.0,83.0,2.0
AL,2019,18,29,2019-07-21,8.0,14.0,77.0,1.0,0.0,392.0,85.0,1.0
AL,2019,19,30,2019-07-28,8.0,15.0,75.0,2.0,0.0,389.0,83.0,2.0
AL,2019,20,31,2019-08-04,13.0,14.0,72.0,1.0,0.0,397.0,85.0,1.0
AL,2019,21,32,2019-08-11,14.0,16.0,68.0,2.0,0.0,394.0,82.0,2.0
AL,2019,22,33,2019-08-18,16.0,16.0,66.0,2.0,0.0,396.0,82.0,2.0
AL,2019,23,34,2019-08-25,16.0,22.0,55.0,5.0,2.0,378.0,71.0,7.0
AL,2019,24,35,2019-09-01,24.0,17.0,57.0,2.0,0.0,403.0,81.0,2.0
AL,2019,25,36,2019-09-08,18.0,18.0,62.0,2.0,0.0,396.0,80.0,2.0
AL,2019,26,37,2019-09-15,19.0,18.0,61.0,2.0,0.0,397.0,80.0,2.0
AL,2019,27,38,2019-09-22,9.0,27.0,61.0,3.0,0.0,376.0,70.0,3.0
AL,2019,28,39,2019-09-29,6.0,31.0,60.0,3.0,0.0,369.0,66.0,3.0
AL,2019,29,40,2019-10-06,2.0,35.0,51.0,9.0,3.0,340.0,53.0,12.0
AL,2019,30,41,2019-10-13,4.0,43.0,40.0,9.0,4.0,331.0,44.0,13.0
AL,2020,13,24,2020-06-14,10.0,9.0,77.0,4.0,0.0,393.0,87.0,4.0
AL,2020,14,25,2020-06-21,7.0,10.0,81.0,2.0,0.0,393.0,88.0,2.0
AL,2020,15,26,2020-06-28,14.0,9.0,75.0,2.0,0.0,401.0,89.0,2.0
AL,2020,16,27,2020-07-05,17.0,6.0,75.0,2.0,0.0,407.0,92.0,2.0
AL,2020,17,28,2020-07-12,13.0,3.0,84.0,0.0,0.0,410.0,97.0,0.0
AL,2020,18,29,2020-07-19,10.0,7.0,83.0,0.0,0.0,403.0,93.0,0.0
AL,2020,19,30,2020-07-26,14.0,12.0,73.0,1.0,0.0,400.0,87.0,1.0
AL,2020,20,31,2020-08-02,13.0,7.0,80.0,0.0,0.0,406.0,93.0,0.0
AL,2020,21,32,2020-08-09,9.0,15.0,74.0,1.0,1.0,389.0,83.0,2.0
AL,2020,22,33,2020-08-16,9.0,11.0,80.0,0.0,0.0,398.0,89.0,0.0
AL,2020,23,34,2020-08-23,8.0,17.0,73.0,2.0,0.0,387.0,81.0,2.0
AL,2020,24,35,2020-08-30,8.0,12.0,80.0,0.0,0.0,396.0,88.0,0.0
AL,2020,25,36,2020-09-06,8.0,14.0,75.0,2.0,1.0,387.0,83.0,3.0
AL,2020,26,37,2020-09-13,8.0,15.0,76.0,1.0,0.0,391.0,84.0,1.0
AL,2020,27,38,2020-09-20,7.0,16.0,75.0,1.0,1.0,386.0,82.0,2.0
AL,2020,28,39,2020-09-27,7.0,20.0,62.0,8.0,3.0,362.0,69.0,11.0
AL,2020,29,40,2020-10-04,8.0,16.0,74.0,1.0,1.0,387.0,82.0,2.0
AL,2020,30,41,2020-10-11,7.0,21.0,69.0,2.0,1.0,379.0,76.0,3.0
AL,2020,31,42,2020-10-18,8.0,23.0,65.0,3.0,1.0,376.0,73.0,4.0
AL,2020,32,43,2020-10-25,9.0,21.0,67.0,2.0,1.0,381.0,76.0,3.0
AL,2020,33,44,2020-11-01,9.0,22.0,61.0,6.0,2.0,369.0,70.0,8.0
AL,2021,12,23,2021-06-13,2.0,5.0,92.0,1.0,0.0,395.0,94.0,1.0
AL,2021,13,24,2021-06-20,4.0,5.0,90.0,1.0,0.0,397.0,94.0,1.0
AL,2021,14,25,2021-06-27,10.0,7.0,82.0,1.0,0.0,401.0,92.0,1.0
AL,2021,15,26,2021-07-04,18.0,8.0,73.0,1.0,0.0,408.0,91.0,1.0
AL,2021,16,27,2021-07-11,18.0,5.0,76.0,1.0,0.0,411.0,94.0,1.0
AL,2021,17,28,2021-07-18,23.0,11.0,65.0,1.0,0.0,410.0,88.0,1.0
AL,2021,18,29,2021-07-25,18.0,10.0,71.0,1.0,0.0,406.0,89.0,1.0
AL,2021,19,30,2021-08-01,17.0,8.0,74.0,1.0,0.0,407.0,91.0,1.0
AL,2021,20,31,2021-08-08,14.0,6.0,79.0,1.0,0.0,406.0,93.0,1.0
AL,2021,21,32,2021-08-15,19.0,6.0,75.0,0.0,0.0,413.0,94.0,0.0
AL,2021,22,33,2021-08-22,18.0,6.0,76.0,0.0,0.0,412.0,94.0,0.0
AL,2021,23,34,2021-08-29,25.0,6.0,69.0,0.0,0.0,419.0,94.0,0.0
AL,2021,24,35,2021-09-05,26.0,6.0,68.0,0.0,0.0,420.0,94.0,0.0
AL,2021,25,36,2021-09-12,29.0,5.0,65.0,1.0,0.0,422.0,94.0,1.0
AL,2021,26,37,2021-09-19,26.0,4.0,69.0,1.0,0.0,420.0,95.0,1.0
AL,2021,27,38,2021-09-26,20.0,11.0,68.0,1.0,0.0,407.0,88.0,1.0
AL,2021,28,39,2021-10-03,17.0,6.0,76.0,1.0,0.0,409.0,93.0,1.0
AL,2021,29,40,2021-10-10,20.0,11.0,67.0,2.0,0.0,405.0,87.0,2.0
AL,2021,30,41,2021-10-17,24.0,7.0,66.0,3.0,0.0,411.0,90.0,3.0
AL,2021,31,42,2021-10-24,23.0,13.0,60.0,3.0,1.0,401.0,83.0,4.0
AL,2021,32,43,2021-10-31,25.0,10.0,60.0,4.0,1.0,404.0,85.0,5.0
AL,2021,33,44,2021-11-07,17.0,19.0,53.0,9.0,2.0,374.0,70.0,11.0
AL,2022,11,22,2022-06-05,0.0,2.0,97.0,1.0,0.0,396.0,97.0,1.0
AL,2022,12,23,2022-06-12,18.0,8.0,71.0,3.0,0.0,404.0,89.0,3.0
AL,2022,13,24,2022-06-19,1.0,11.0,86.0,2.0,0.0,386.0,87.0,2.0
AL,2022,14,25,2022-06-26,0.0,22.0,65.0,12.0,1.0,351.0,65.0,13.0
AL,2022,15,26,2022-07-03,1.0,35.0,45.0,18.0,1.0,327.0,46.0,19.0
AL,2022,16,27,2022-07-10,3.0,45.0,37.0,14.0,1.0,327.0,40.0,15.0
AL,2022,17,28,2022-07-17,2.0,57.0,37.0,4.0,0.0,337.0,39.0,4.0
AL,2022,18,29,2022-07-24,2.0,54.0,40.0,4.0,0.0,340.0,42.0,4.0
AL,2022,19,30,2022-07-31,3.0,43.0,41.0,12.0,1.0,333.0,44.0,13.0
AL,2022,20,31,2022-08-07,8.0,37.0,50.0,4.0,1.0,360.0,58.0,5.0
AL,2022,21,32,2022-08-14,9.0,26.0,60.0,5.0,0.0,373.0,69.0,5.0
AL,2022,22,33,2022-08-21,6.0,34.0,51.0,9.0,0.0,354.0,57.0,9.0
AL,2022,23,34,2022-08-28,7.0,29.0,60.0,4.0,0.0,370.0,67.0,4.0
AL,2022,24,35,2022-09-04,6.0,20.0,69.0,4.0,1.0,375.0,75.0,5.0
AL,2022,25,36,2022-09-11,8.0,15.0,73.0,3.0,1.0,384.0,81.0,4.0
AL,2022,26,37,2022-09-18,3.0,23.0,69.0,4.0,1.0,369.0,72.0,5.0
AL,2022,27,38,2022-09-25,2.0,29.0,64.0,4.0,1.0,362.0,66.0,5.0
AL,2022,28,39,2022-10-02,2.0,35.0,58.0,5.0,0.0,357.0,60.0,5.0
AL,2022,29,40,2022-10-09,4.0,31.0,52.0,10.0,3.0,344.0,56.0,13.0
AL,2022,30,41,2022-10-16,8.0,29.0,53.0,8.0,2.0,357.0,61.0,10.0
AL,2022,31,42,2022-10-23,3.0,38.0,51.0,7.0,1.0,348.0,54.0,8.0
AL,2023,11,22,2023-06-04,0.0,0.0,100.0,0.0,0.0,400.0,100.0,0.0
AL,2023,12,23,2023-06-11,0.0,16.0,83.0,1.0,0.0,382.0,83.0,1.0
AL,2023,13,24,2023-06-18,0.0,15.0,84.0,1.0,0.0,383.0,84.0,1.0
AL,2023,14,25,2023-06-25,1.0,7.0,92.0,0.0,0.0,394.0,93.0,0.0
AL,2023,15,26,2023-07-02,1.0,7.0,92.0,0.0,0.0,394.0,93.0,0.0
AL,2023,16,27,2023-07-09,2.0,6.0,92.0,0.0,0.0,396.0,94.0,0.0
AL,2023,17,28,2023-07-16,4.0,6.0,90.0,0.0,0.0,398.0,94.0,0.0
AL,2023,18,29,2023-07-23,9.0,8.0,83.0,0.0,0.0,401.0,92.0,0.0
AL,2023,19,30,2023-07-30,13.0,12.0,75.0,0.0,0.0,401.0,88.0,0.0
AL,2023,20,31,2023-08-06,22.0,10.0,67.0,1.0,0.0,410.0,89.0,1.0
AL,2023,21,32,2023-08-13,24.0,8.0,66.0,2.0,0.0,412.0,90.0,2.0
AL,2023,22,33,2023-08-20,24.0,8.0,67.0,1.0,0.0,414.0,91.0,1.0
AL,2023,23,34,2023-08-27,24.0,16.0,59.0,1.0,0.0,406.0,83.0,1.0
AL,2023,24,35,2023-09-03,22.0,15.0,61.0,2.0,0.0,403.0,83.0,2.0
AL,2023,25,36,2023-09-10,21.0,18.0,59.0,2.0,0.0,399.0,80.0,2.0
AL,2023,26,37,2023-09-17,21.0,17.0,61.0,1.0,0.0,402.0,82.0,1.0
AL,2023,27,38,2023-09-24,22.0,15.0,62.0,1.0,0.0,405.0,84.0,1.0
AL,2023,28,39,2023-10-01,20.0,19.0,58.0,3.0,0.0,395.0,78.0,3.0
AL,2023,29,40,2023-10-08,19.0,20.0,57.0,3.0,1.0,390.0,76.0,4.0
AL,2023,30,41,2023-10-15,19.0,15.0,57.0,8.0,1.0,385.0,76.0,9.0
AL,2023,31,42,2023-10-22,13.0,23.0,52.0,10.0,2.0,364.0,65.0,12.0
AL,2024,11,22,2024-06-02,16.0,6.0,78.0,0.0,0.0,410.0,94.0,0.0
AL,2024,12,23,2024-06-09,13.0,10.0,77.0,0.0,0.0,403.0,90.0,0.0
AL,2024,13,24,2024-06-16,4.0,15.0,81.0,0.0,0.0,389.0,85.0,0.0
AL,2024,14,25,2024-06-23,1.0,23.0,73.0,2.0,1.0,371.0,74.0,3.0
AL,2024,15,26,2024-06-30,1.0,28.0,61.0,7.0,3.0,350.0,62.0,10.0
AL,2024,16,27,2024-07-07,2.0,34.0,52.0,9.0,3.0,341.0,54.0,12.0
AL,2024,17,28,2024-07-14,1.0,48.0,43.0,7.0,1.0,336.0,44.0,8.0
AL,2024,18,29,2024-07-21,1.0,44.0,43.0,9.0,3.0,330.0,44.0,12.0
AL,2024,19,30,2024-07-28,2.0,40.0,49.0,6.0,3.0,341.0,51.0,9.0
AL,2024,20,31,2024-08-04,2.0,37.0,56.0,4.0,1.0,354.0,58.0,5.0
AL,2024,21,32,2024-08-11,2.0,36.0,53.0,8.0,1.0,347.0,55.0,9.0
AL,2024,22,33,2024-08-18,1.0,45.0,44.0,9.0,1.0,335.0,45.0,10.0
AL,2024,23,34,2024-08-25,2.0,41.0,44.0,9.0,4.0,331.0,46.0,13.0
AL,2024,24,35,2024-09-01,0.0,42.0,35.0,14.0,9.0,303.0,35.0,23.0
AL,2024,25,36,2024-09-08,1.0,42.0,27.0,19.0,11.0,288.0,28.0,30.0
AL,2024,26,37,2024-09-15,1.0,40.0,25.0,22.0,12.0,281.0,26.0,34.0
AL,2024,27,38,2024-09-22,2.0,39.0,25.0,23.0,11.0,284.0,27.0,34.0
AL,2024,28,39,2024-09-29,0.0,38.0,27.0,26.0,9.0,283.0,27.0,35.0
AL,2024,29,40,2024-10-06,0.0,39.0,24.0,24.0,13.0,274.0,24.0,37.0
AL,2024,30,41,2024-10-13,0.0,38.0,22.0,22.0,18.0,264.0,22.0,40.0
AL,2025,11,22,2025-06-01,18.0,15.0,60.0,5.0,2.0,387.0,78.0,7.0
AL,2025,12,23,2025-06-08,16.0,17.0,61.0,5.0,1.0,386.0,77.0,6.0
AL,2025,13,24,2025-06-15,17.0,19.0,60.0,3.0,1.0,389.0,77.0,4.0
AL,2025,14,25,2025-06-22,10.0,22.0,64.0,3.0,1.0,379.0,74.0,4.0
AL,2025,15,26,2025-06-29,13.0,21.0,59.0,5.0,2.0,376.0,72.0,7.0
AL,2025,16,27,2025-07-06,15.0,20.0,58.0,5.0,2.0,379.0,73.0,7.0
AL,2025,17,28,2025-07-13,18.0,18.0,59.0,4.0,1.0,389.0,77.0,5.0
AL,2025,18,29,2025-07-20,9.0,18.0,68.0,4.0,1.0,380.0,77.0,5.0
AL,2025,19,30,2025-07-27,12.0,14.0,70.0,3.0,1.0,389.0,82.0,4.0
AL,2025,20,31,2025-08-03,18.0,12.0,66.0,3.0,1.0,397.0,84.0,4.0
AL,2025,21,32,2025-08-10,18.0,13.0,64.0,4.0,1.0,394.0,82.0,5.0
AL,2025,22,33,2025-08-17,15.0,20.0,60.0,4.0,1.0,384.0,75.0,5.0
AL,2025,23,34,2025-08-24,15.0,13.0,67.0,4.0,1.0,391.0,82.0,5.0
AL,2025,24,35,2025-08-31,10.0,18.0,65.0,6.0,1.0,377.0,75.0,7.0
AL,2025,25,36,2025-09-07,8.0,17.0,68.0,6.0,1.0,376.0,76.0,7.0
AL,2025,26,37,2025-09-14,9.0,20.0,61.0,8.0,2.0,367.0,70.0,10.0
AL,2025,27,38,2025-09-21,8.0,22.0,60.0,8.0,2.0,364.0,68.0,10.0
AL,2025,28,39,2025-09-28,8.0,21.0,63.0,7.0,1.0,370.0,71.0,8.0
AR,2016,9,20,2016-05-22,15.0,33.0,44.0,1.0,7.0,359.0,59.0,8.0
AR,2016,10,21,2016-05-29,12.0,39.0,42.0,3.0,4.0,355.0,54.0,7.0
AR,2016,11,22,2016-06-05,12.0,36.0,43.0,4.0,5.0,353.0,55.0,9.0
AR,2016,12,23,2016-06-12,13.0,33.0,41.0,7.0,6.0,348.0,54.0,13.0
AR,2016,13,24,2016-06-19,13.0,32.0,44.0,5.0,6.0,353.0,57.0,11.0
AR,2016,14,25,2016-06-26,13.0,32.0,43.0,6.0,6.0,351.0,56.0,12.0
AR,2016,15,26,2016-07-03,13.0,32.0,42.0,6.0,7.0,348.0,55.0,13.0
AR,2016,16,27,2016-07-10,13.0,30.0,43.0,7.0,7.0,348.0,56.0,14.0
AR,2016,17,28,2016-07-17,13.0,30.0,43.0,7.0,7.0,348.0,56.0,14.0
AR,2016,18,29,2016-07-24,13.0,29.0,44.0,7.0,7.0,349.0,57.0,14.0
AR,2016,19,30,2016-07-31,14.0,28.0,44.0,7.0,7.0,351.0,58.0,14.0
AR,2016,20,31,2016-08-07,15.0,28.0,45.0,6.0,6.0,357.0,60.0,12.0
AR,2016,21,32,2016-08-14,15.0,27.0,45.0,6.0,7.0,355.0,60.0,13.0
AR,2016,22,33,2016-08-21,15.0,26.0,45.0,7.0,7.0,354.0,60.0,14.0
AR,2016,23,34,2016-08-28,14.0,25.0,44.0,9.0,8.0,347.0,58.0,17.0
AR,2016,24,35,2016-09-04,15.0,25.0,43.0,9.0,8.0,348.0,58.0,17.0
AR,2016,25,36,2016-09-11,15.0,24.0,43.0,10.0,8.0,347.0,58.0,18.0
AR,2016,26,37,2016-09-18,16.0,24.0,42.0,10.0,8.0,348.0,58.0,18.0
AR,2016,27,38,2016-09-25,16.0,26.0,44.0,7.0,7.0,355.0,60.0,14.0
AR,2016,28,39,2016-10-02,14.0,26.0,43.0,10.0,7.0,347.0,57.0,17.0
AR,2016,29,40,2016-10-09,11.0,30.0,41.0,9.0,9.0,336.0,52.0,18.0
AR,2016,30,41,2016-10-16,11.0,30.0,41.0,9.0,9.0,336.0,52.0,18.0
AR,2016,31,42,2016-10-23,11.0,30.0,41.0,9.0,9.0,336.0,52.0,18.0
AR,2017,9,20,2017-05-21,12.0,33.0,47.0,5.0,3.0,360.0,59.0,8.0
AR,2017,10,21,2017-05-28,12.0,29.0,50.0,7.0,2.0,363.0,62.0,9.0
AR,2017,11,22,2017-06-04,12.0,28.0,51.0,7.0,2.0,364.0,63.0,9.0
AR,2017,12,23,2017-06-11,18.0,26.0,51.0,4.0,1.0,381.0,69.0,5.0
AR,2017,13,24,2017-06-18,15.0,23.0,56.0,5.0,1.0,379.0,71.0,6.0
AR,2017,14,25,2017-06-25,13.0,24.0,56.0,5.0,2.0,373.0,69.0,7.0
AR,2017,15,26,2017-07-02,14.0,23.0,56.0,5.0,2.0,375.0,70.0,7.0
AR,2017,16,27,2017-07-09,14.0,22.0,56.0,6.0,2.0,374.0,70.0,8.0
AR,2017,17,28,2017-07-16,15.0,24.0,56.0,5.0,0.0,381.0,71.0,5.0
AR,2017,18,29,2017-07-23,17.0,24.0,52.0,5.0,2.0,377.0,69.0,7.0
AR,2017,19,30,2017-07-30,17.0,24.0,53.0,5.0,1.0,380.0,70.0,6.0
AR,2017,20,31,2017-08-06,16.0,24.0,54.0,5.0,1.0,379.0,70.0,6.0
AR,2017,21,32,2017-08-13,17.0,24.0,52.0,6.0,1.0,378.0,69.0,7.0
AR,2017,22,33,2017-08-20,17.0,25.0,50.0,6.0,2.0,374.0,67.0,8.0
AR,2017,23,34,2017-08-27,18.0,20.0,53.0,7.0,2.0,378.0,71.0,9.0
AR,2017,24,35,2017-09-03,17.0,21.0,53.0,7.0,2.0,376.0,70.0,9.0
AR,2017,25,36,2017-09-10,17.0,23.0,51.0,7.0,2.0,374.0,68.0,9.0
AR,2017,26,37,2017-09-17,17.0,27.0,49.0,5.0,2.0,374.0,66.0,7.0
AR,2017,27,38,2017-09-24,18.0,25.0,49.0,6.0,2.0,375.0,67.0,8.0
AR,2017,28,39,2017-10-01,19.0,27.0,46.0,6.0,2.0,374.0,65.0,8.0
AR,2017,29,40,2017-10-08,18.0,27.0,47.0,6.0,2.0,373.0,65.0,8.0
AR,2017,30,41,2017-10-15,18.0,27.0,47.0,6.0,2.0,373.0,65.0,8.0
AR,2017,31,42,2017-10-22,18.0,27.0,47.0,6.0,2.0,373.0,65.0,8.0
AR,2018,10,21,2018-05-27,13.0,24.0,56.0,7.0,0.0,375.0,69.0,7.0
AR,2018,11,22,2018-06-03,15.0,26.0,52.0,6.0,1.0,374.0,67.0,7.0
AR,2018,12,23,2018-06-10,14.0,25.0,53.0,7.0,1.0,372.0,67.0,8.0
AR,2018,13,24,2018-06-17,16.0,24.0,51.0,8.0,1.0,373.0,67.0,9.0
AR,2018,14,25,2018-06-24,20.0,24.0,47.0,7.0,2.0,376.0,67.0,9.0
AR,2018,15,26,2018-07-01,17.0,27.0,46.0,8.0,2.0,368.0,63.0,10.0
AR,2018,16,27,2018-07-08,17.0,26.0,47.0,8.0,2.0,369.0,64.0,10.0
AR,2018,17,28,2018-07-15,16.0,27.0,43.0,10.0,4.0,357.0,59.0,14.0
AR,2018,18,29,2018-07-22,14.0,25.0,50.0,8.0,3.0,364.0,64.0,11.0
AR,2018,19,30,2018-07-29,13.0,28.0,46.0,10.0,3.0,356.0,59.0,13.0
AR,2018,20,31,2018-08-05,15.0,27.0,46.0,9.0,3.0,361.0,61.0,12.0
AR,2018,21,32,2018-08-12,13.0,28.0,46.0,10.0,3.0,356.0,59.0,13.0
AR,2018,22,33,2018-08-19,16.0,26.0,48.0,7.0,3.0,367.0,64.0,10.0
AR,2018,23,34,2018-08-26,14.0,29.0,46.0,9.0,2.0,361.0,60.0,11.0
AR,2018,24,35,2018-09-02,14.0,30.0,47.0,8.0,1.0,365.0,61.0,9.0
AR,2018,25,36,2018-09-09,15.0,29.0,48.0,7.0,1.0,369.0,63.0,8.0
AR,2018,26,37,2018-09-16,17.0,29.0,45.0,7.0,2.0,368.0,62.0,9.0
AR,2018,27,38,2018-09-23,18.0,29.0,43.0,8.0,2.0,367.0,61.0,10.0
AR,2018,28,39,2018-09-30,17.0,31.0,42.0,8.0,2.0,364.0,59.0,10.0
AR,2018,29,40,2018-10-07,15.0,29.0,42.0,10.0,4.0,354.0,57.0,14.0
AR,2018,30,41,2018-10-14,14.0,30.0,40.0,13.0,3.0,349.0,54.0,16.0
AR,2018,31,42,2018-10-21,12.0,31.0,36.0,15.0,6.0,333.0,48.0,21.0
AR,2019,12,23,2019-06-09,14.0,31.0,47.0,4.0,4.0,363.0,61.0,8.0
AR,2019,13,24,2019-06-16,15.0,31.0,44.0,6.0,4.0,360.0,59.0,10.0
AR,2019,14,25,2019-06-23,18.0,34.0,37.0,8.0,3.0,359.0,55.0,11.0
AR,2019,15,26,2019-06-30,17.0,30.0,46.0,5.0,2.0,371.0,63.0,7.0
AR,2019,16,27,2019-07-07,16.0,31.0,44.0,7.0,2.0,365.0,60.0,9.0
AR,2019,17,28,2019-07-14,17.0,32.0,39.0,9.0,3.0,358.0,56.0,12.0
AR,2019,18,29,2019-07-21,18.0,30.0,38.0,10.0,4.0,356.0,56.0,14.0
AR,2019,19,30,2019-07-28,17.0,31.0,39.0,10.0,3.0,357.0,56.0,13.0
AR,2019,20,31,2019-08-04,18.0,32.0,35.0,11.0,4.0,352.0,53.0,15.0
AR,2019,21,32,2019-08-11,18.0,28.0,41.0,11.0,2.0,362.0,59.0,13.0
