state_alpha,season,week,cal_week,week_ending,EXCELLENT,FAIR,GOOD,POOR,VERY POOR,INDEX,GE,PVP
AL,2016,10,17,2016-05-01,21.0,11.0,66.0,2.0,0.0,406.0,87.0,2.0
AL,2016,11,18,2016-05-08,8.0,22.0,66.0,4.0,0.0,378.0,74.0,4.0
AL,2016,12,19,2016-05-15,7.0,18.0,68.0,7.0,0.0,375.0,75.0,7.0
AL,2016,13,20,2016-05-22,17.0,18.0,54.0,11.0,0.0,377.0,71.0,11.0
AL,2016,14,21,2016-05-29,13.0,23.0,53.0,11.0,0.0,368.0,66.0,11.0
AL,2016,15,22,2016-06-05,9.0,24.0,49.0,18.0,0.0,349.0,58.0,18.0
AL,2016,16,23,2016-06-12,4.0,26.0,48.0,17.0,5.0,329.0,52.0,22.0
AL,2016,17,24,2016-06-19,3.0,30.0,45.0,16.0,6.0,323.0,48.0,22.0
AL,2016,18,25,2016-06-26,1.0,29.0,46.0,17.0,7.0,317.0,47.0,24.0
AL,2016,19,26,2016-07-03,1.0,31.0,37.0,21.0,10.0,298.0,38.0,31.0
AL,2016,20,27,2016-07-10,0.0,34.0,36.0,19.0,11.0,295.0,36.0,30.0
AL,2016,21,28,2016-07-17,2.0,32.0,34.0,20.0,12.0,294.0,36.0,32.0
AL,2016,22,29,2016-07-24,2.0,32.0,31.0,23.0,12.0,288.0,33.0,35.0
AL,2016,23,30,2016-07-31,1.0,35.0,33.0,19.0,12.0,292.0,34.0,31.0
AL,2016,24,31,2016-08-07,2.0,33.0,31.0,20.0,14.0,287.0,33.0,34.0
AL,2016,25,32,2016-08-14,2.0,34.0,30.0,20.0,14.0,286.0,32.0,34.0
AL,2016,26,33,2016-08-21,2.0,34.0,30.0,20.0,14.0,286.0,32.0,34.0
AL,2016,27,34,2016-08-28,1.0,33.0,28.0,22.0,16.0,276.0,29.0,38.0
AL,2016,28,35,2016-09-04,2.0,34.0,30.0,21.0,13.0,287.0,32.0,34.0
AL,2016,29,36,2016-09-11,3.0,34.0,29.0,21.0,13.0,288.0,32.0,34.0
AL,2017,11,18,2017-05-07,9.0,10.0,80.0,1.0,0.0,397.0,89.0,1.0
AL,2017,12,19,2017-05-14,10.0,11.0,78.0,1.0,0.0,397.0,88.0,1.0
AL,2017,13,20,2017-05-21,8.0,12.0,80.0,0.0,0.0,396.0,88.0,0.0
AL,2017,14,21,2017-05-28,10.0,7.0,83.0,0.0,0.0,403.0,93.0,0.0
AL,2017,15,22,2017-06-04,16.0,9.0,75.0,0.0,0.0,407.0,91.0,0.0
AL,2017,16,23,2017-06-11,15.0,7.0,77.0,1.0,0.0,406.0,92.0,1.0
AL,2017,17,24,2017-06-18,19.0,9.0,72.0,0.0,0.0,410.0,91.0,0.0
AL,2017,18,25,2017-06-25,22.0,9.0,69.0,0.0,0.0,413.0,91.0,0.0
AL,2017,19,26,2017-07-02,28.0,9.0,63.0,0.0,0.0,419.0,91.0,0.0
AL,2017,20,27,2017-07-09,22.0,6.0,72.0,0.0,0.0,416.0,94.0,0.0
AL,2017,21,28,2017-07-16,26.0,6.0,67.0,1.0,0.0,418.0,93.0,1.0
AL,2017,22,29,2017-07-23,26.0,6.0,68.0,0.0,0.0,420.0,94.0,0.0
AL,2017,23,30,2017-07-30,37.0,6.0,57.0,0.0,0.0,431.0,94.0,0.0
AL,2017,24,31,2017-08-06,35.0,8.0,57.0,0.0,0.0,427.0,92.0,0.0
AL,2017,25,32,2017-08-13,43.0,6.0,50.0,1.0,0.0,435.0,93.0,1.0
AL,2017,26,33,2017-08-20,39.0,6.0,54.0,1.0,0.0,431.0,93.0,1.0
AL,2017,27,34,2017-08-27,44.0,8.0,47.0,1.0,0.0,434.0,91.0,1.0
AL,2017,28,35,2017-09-03,52.0,8.0,40.0,0.0,0.0,444.0,92.0,0.0
AL,2018,11,18,2018-05-06,10.0,8.0,82.0,0.0,0.0,402.0,92.0,0.0
AL,2018,12,19,2018-05-13,11.0,16.0,72.0,1.0,0.0,393.0,83.0,1.0
AL,2018,13,20,2018-05-20,12.0,17.0,68.0,2.0,1.0,388.0,80.0,3.0
AL,2018,14,21,2018-05-27,12.0,18.0,68.0,1.0,1.0,389.0,80.0,2.0
AL,2018,15,22,2018-06-03,14.0,10.0,74.0,1.0,1.0,399.0,88.0,2.0
AL,2018,16,23,2018-06-10,15.0,11.0,73.0,1.0,0.0,402.0,88.0,1.0
AL,2018,17,24,2018-06-17,19.0,12.0,68.0,1.0,0.0,405.0,87.0,1.0
AL,2018,18,25,2018-06-24,20.0,7.0,73.0,0.0,0.0,413.0,93.0,0.0
AL,2018,19,26,2018-07-01,23.0,8.0,69.0,0.0,0.0,415.0,92.0,0.0
AL,2018,20,27,2018-07-08,30.0,10.0,59.0,1.0,0.0,418.0,89.0,1.0
AL,2018,21,28,2018-07-15,33.0,8.0,59.0,0.0,0.0,425.0,92.0,0.0
AL,2018,22,29,2018-07-22,33.0,8.0,59.0,0.0,0.0,425.0,92.0,0.0
AL,2018,23,30,2018-07-29,31.0,9.0,60.0,0.0,0.0,422.0,91.0,0.0
AL,2018,24,31,2018-08-05,29.0,8.0,63.0,0.0,0.0,421.0,92.0,0.0
AL,2018,25,32,2018-08-12,29.0,11.0,60.0,0.0,0.0,418.0,89.0,0.0
AL,2018,26,33,2018-08-19,28.0,10.0,62.0,0.0,0.0,418.0,90.0,0.0
AL,2018,27,34,2018-08-26,31.0,11.0,58.0,0.0,0.0,420.0,89.0,0.0
AL,2018,28,35,2018-09-02,31.0,9.0,60.0,0.0,0.0,422.0,91.0,0.0
AL,2018,29,36,2018-09-09,32.0,9.0,59.0,0.0,0.0,423.0,91.0,0.0
AL,2019,10,17,2019-04-28,6.0,15.0,77.0,1.0,1.0,386.0,83.0,2.0
AL,2019,11,18,2019-05-05,6.0,8.0,86.0,0.0,0.0,398.0,92.0,0.0
AL,2019,12,19,2019-05-12,9.0,10.0,81.0,0.0,0.0,399.0,90.0,0.0
AL,2019,13,20,2019-05-19,8.0,11.0,81.0,0.0,0.0,397.0,89.0,0.0
AL,2019,14,21,2019-05-26,2.0,22.0,72.0,3.0,1.0,371.0,74.0,4.0
AL,2019,15,22,2019-06-02,2.0,38.0,45.0,10.0,5.0,329.0,47.0,15.0
AL,2019,16,23,2019-06-09,2.0,36.0,49.0,10.0,3.0,337.0,51.0,13.0
AL,2019,17,24,2019-06-16,3.0,29.0,51.0,10.0,7.0,333.0,54.0,17.0
AL,2019,18,25,2019-06-23,5.0,27.0,56.0,7.0,5.0,349.0,61.0,12.0
AL,2019,19,26,2019-06-30,4.0,26.0,56.0,6.0,8.0,342.0,60.0,14.0
AL,2019,20,27,2019-07-07,3.0,25.0,61.0,4.0,7.0,349.0,64.0,11.0
AL,2019,21,28,2019-07-14,4.0,27.0,57.0,5.0,7.0,346.0,61.0,12.0
AL,2019,22,29,2019-07-21,14.0,22.0,52.0,5.0,7.0,361.0,66.0,12.0
AL,2019,23,30,2019-07-28,17.0,21.0,49.0,6.0,7.0,363.0,66.0,13.0
AL,2019,24,31,2019-08-04,17.0,20.0,54.0,7.0,2.0,377.0,71.0,9.0
AL,2019,25,32,2019-08-11,18.0,20.0,51.0,8.0,3.0,373.0,69.0,11.0
AL,2019,26,33,2019-08-18,18.0,20.0,50.0,6.0,6.0,368.0,68.0,12.0
AL,2019,27,34,2019-08-25,22.0,20.0,44.0,7.0,7.0,367.0,66.0,14.0
AL,2019,28,35,2019-09-01,22.0,18.0,48.0,5.0,7.0,373.0,70.0,12.0
AL,2019,29,36,2019-09-08,23.0,17.0,46.0,6.0,8.0,370.0,69.0,14.0
AL,2020,11,18,2020-05-03,6.0,16.0,78.0,0.0,0.0,390.0,84.0,0.0
AL,2020,12,19,2020-05-10,4.0,14.0,82.0,0.0,0.0,390.0,86.0,0.0
AL,2020,13,20,2020-05-17,4.0,15.0,77.0,4.0,0.0,381.0,81.0,4.0
AL,2020,14,21,2020-05-24,1.0,14.0,82.0,3.0,0.0,381.0,83.0,3.0
AL,2020,15,22,2020-05-31,3.0,12.0,84.0,1.0,0.0,389.0,87.0,1.0
AL,2020,16,23,2020-06-07,6.0,13.0,81.0,0.0,0.0,393.0,87.0,0.0
AL,2020,17,24,2020-06-14,12.0,14.0,71.0,3.0,0.0,392.0,83.0,3.0
AL,2020,18,25,2020-06-21,10.0,15.0,72.0,3.0,0.0,389.0,82.0,3.0
AL,2020,19,26,2020-06-28,19.0,13.0,66.0,2.0,0.0,402.0,85.0,2.0
AL,2020,20,27,2020-07-05,23.0,11.0,65.0,1.0,0.0,410.0,88.0,1.0
AL,2020,21,28,2020-07-12,22.0,7.0,71.0,0.0,0.0,415.0,93.0,0.0
AL,2020,22,29,2020-07-19,25.0,6.0,69.0,0.0,0.0,419.0,94.0,0.0
AL,2020,23,30,2020-07-26,20.0,9.0,70.0,1.0,0.0,409.0,90.0,1.0
AL,2020,24,31,2020-08-02,18.0,10.0,72.0,0.0,0.0,408.0,90.0,0.0
AL,2020,25,32,2020-08-09,21.0,12.0,66.0,1.0,0.0,407.0,87.0,1.0
AL,2020,26,33,2020-08-16,22.0,8.0,70.0,0.0,0.0,414.0,92.0,0.0
AL,2020,27,34,2020-08-23,23.0,9.0,67.0,1.0,0.0,412.0,90.0,1.0
AL,2020,28,35,2020-08-30,23.0,8.0,69.0,0.0,0.0,415.0,92.0,0.0
AL,2020,29,36,2020-09-06,24.0,11.0,65.0,0.0,0.0,413.0,89.0,0.0
AL,2020,30,37,2020-09-13,26.0,10.0,64.0,0.0,0.0,416.0,90.0,0.0
AL,2021,11,18,2021-05-09,4.0,8.0,88.0,0.0,0.0,396.0,92.0,0.0
AL,2021,12,19,2021-05-16,2.0,7.0,90.0,1.0,0.0,393.0,92.0,1.0
AL,2021,13,20,2021-05-23,3.0,7.0,89.0,1.0,0.0,394.0,92.0,1.0
AL,2021,14,21,2021-05-30,3.0,12.0,84.0,1.0,0.0,389.0,87.0,1.0
AL,2021,15,22,2021-06-06,4.0,11.0,85.0,0.0,0.0,393.0,89.0,0.0
AL,2021,16,23,2021-06-13,12.0,5.0,83.0,0.0,0.0,407.0,95.0,0.0
AL,2021,17,24,2021-06-20,13.0,5.0,82.0,0.0,0.0,408.0,95.0,0.0
AL,2021,18,25,2021-06-27,20.0,4.0,76.0,0.0,0.0,416.0,96.0,0.0
AL,2021,19,26,2021-07-04,34.0,7.0,59.0,0.0,0.0,427.0,93.0,0.0
AL,2021,20,27,2021-07-11,40.0,4.0,56.0,0.0,0.0,436.0,96.0,0.0
AL,2021,21,28,2021-07-18,33.0,8.0,59.0,0.0,0.0,425.0,92.0,0.0
AL,2021,22,29,2021-07-25,31.0,6.0,63.0,0.0,0.0,425.0,94.0,0.0
AL,2021,23,30,2021-08-01,41.0,6.0,53.0,0.0,0.0,435.0,94.0,0.0
AL,2021,24,31,2021-08-08,45.0,6.0,49.0,0.0,0.0,439.0,94.0,0.0
AL,2021,25,32,2021-08-15,50.0,4.0,46.0,0.0,0.0,446.0,96.0,0.0
AL,2021,26,33,2021-08-22,51.0,4.0,45.0,0.0,0.0,447.0,96.0,0.0
AL,2021,27,34,2021-08-29,51.0,5.0,44.0,0.0,0.0,446.0,95.0,0.0
AL,2021,28,35,2021-09-05,50.0,2.0,48.0,0.0,0.0,448.0,98.0,0.0
AL,2021,29,36,2021-09-12,55.0,3.0,42.0,0.0,0.0,452.0,97.0,0.0
AL,2021,30,37,2021-09-19,57.0,4.0,39.0,0.0,0.0,453.0,96.0,0.0
AL,2022,11,18,2022-05-08,1.0,8.0,90.0,1.0,0.0,391.0,91.0,1.0
AL,2022,12,19,2022-05-15,3.0,6.0,90.0,1.0,0.0,395.0,93.0,1.0
AL,2022,13,20,2022-05-22,1.0,11.0,86.0,1.0,1.0,385.0,87.0,2.0
AL,2022,14,21,2022-05-29,2.0,9.0,88.0,1.0,0.0,391.0,90.0,1.0
AL,2022,15,22,2022-06-05,2.0,5.0,92.0,1.0,0.0,395.0,94.0,1.0
AL,2022,16,23,2022-06-12,19.0,6.0,73.0,2.0,0.0,409.0,92.0,2.0
AL,2022,17,24,2022-06-19,2.0,18.0,74.0,5.0,1.0,371.0,76.0,6.0
AL,2022,18,25,2022-06-26,1.0,27.0,56.0,15.0,1.0,341.0,57.0,16.0
AL,2022,19,26,2022-07-03,1.0,30.0,37.0,23.0,9.0,298.0,38.0,32.0
AL,2022,20,27,2022-07-10,6.0,38.0,39.0,13.0,4.0,330.0,45.0,17.0
AL,2022,21,28,2022-07-17,2.0,50.0,32.0,12.0,4.0,316.0,34.0,16.0
AL,2022,22,29,2022-07-24,2.0,55.0,27.0,12.0,4.0,311.0,29.0,16.0
AL,2022,23,30,2022-07-31,3.0,40.0,32.0,19.0,6.0,307.0,35.0,25.0
AL,2022,24,31,2022-08-07,3.0,30.0,30.0,20.0,17.0,282.0,33.0,37.0
AL,2022,25,32,2022-08-14,9.0,26.0,27.0,19.0,19.0,288.0,36.0,38.0
AL,2022,26,33,2022-08-21,7.0,22.0,27.0,23.0,21.0,276.0,34.0,44.0
AL,2022,27,34,2022-08-28,4.0,31.0,27.0,26.0,12.0,285.0,31.0,38.0
AL,2022,28,35,2022-09-04,4.0,27.0,29.0,22.0,18.0,279.0,33.0,40.0
AL,2022,29,36,2022-09-11,7.0,25.0,31.0,20.0,17.0,291.0,38.0,37.0
AL,2023,11,18,2023-05-07,1.0,1.0,98.0,0.0,0.0,400.0,99.0,0.0
AL,2023,12,19,2023-05-14,2.0,1.0,97.0,0.0,0.0,401.0,99.0,0.0
AL,2023,13,20,2023-05-21,4.0,1.0,95.0,0.0,0.0,403.0,99.0,0.0
AL,2023,14,21,2023-05-28,7.0,3.0,90.0,0.0,0.0,404.0,97.0,0.0
AL,2023,15,22,2023-06-04,4.0,8.0,88.0,0.0,0.0,396.0,92.0,0.0
AL,2023,16,23,2023-06-11,4.0,23.0,70.0,2.0,1.0,374.0,74.0,3.0
AL,2023,17,24,2023-06-18,11.0,12.0,73.0,4.0,0.0,391.0,84.0,4.0
AL,2023,18,25,2023-06-25,22.0,9.0,68.0,1.0,0.0,411.0,90.0,1.0
AL,2023,19,26,2023-07-02,26.0,7.0,65.0,2.0,0.0,415.0,91.0,2.0
AL,2023,20,27,2023-07-09,26.0,10.0,63.0,1.0,0.0,414.0,89.0,1.0
AL,2023,21,28,2023-07-16,29.0,12.0,58.0,1.0,0.0,415.0,87.0,1.0
AL,2023,22,29,2023-07-23,20.0,14.0,64.0,2.0,0.0,402.0,84.0,2.0
AL,2023,23,30,2023-07-30,27.0,9.0,61.0,3.0,0.0,412.0,88.0,3.0
AL,2023,24,31,2023-08-06,24.0,12.0,61.0,3.0,0.0,406.0,85.0,3.0
AL,2023,25,32,2023-08-13,18.0,15.0,66.0,1.0,0.0,401.0,84.0,1.0
AL,2023,26,33,2023-08-20,11.0,16.0,72.0,1.0,0.0,393.0,83.0,1.0
AL,2023,27,34,2023-08-27,11.0,18.0,70.0,1.0,0.0,391.0,81.0,1.0
AL,2023,28,35,2023-09-03,9.0,15.0,75.0,1.0,0.0,392.0,84.0,1.0
AL,2023,29,36,2023-09-10,17.0,12.0,70.0,1.0,0.0,403.0,87.0,1.0
AL,2024,11,18,2024-05-05,1.0,10.0,89.0,0.0,0.0,391.0,90.0,0.0
AL,2024,12,19,2024-05-12,5.0,11.0,83.0,1.0,0.0,392.0,88.0,1.0
AL,2024,13,20,2024-05-19,12.0,11.0,74.0,2.0,1.0,394.0,86.0,3.0
AL,2024,14,21,2024-05-26,10.0,8.0,82.0,0.0,0.0,402.0,92.0,0.0
AL,2024,15,22,2024-06-02,13.0,6.0,81.0,0.0,0.0,407.0,94.0,0.0
AL,2024,16,23,2024-06-09,16.0,6.0,75.0,2.0,1.0,403.0,91.0,3.0
AL,2024,17,24,2024-06-16,7.0,14.0,74.0,4.0,1.0,382.0,81.0,5.0
AL,2024,18,25,2024-06-23,8.0,28.0,57.0,6.0,1.0,365.0,65.0,7.0
AL,2024,19,26,2024-06-30,2.0,29.0,51.0,12.0,6.0,331.0,53.0,18.0
AL,2024,20,27,2024-07-07,1.0,32.0,43.0,16.0,8.0,313.0,44.0,24.0
AL,2024,21,28,2024-07-14,1.0,35.0,29.0,29.0,6.0,290.0,30.0,35.0
AL,2024,22,29,2024-07-21,1.0,43.0,27.0,22.0,7.0,293.0,28.0,29.0
AL,2024,23,30,2024-07-28,1.0,39.0,26.0,27.0,7.0,287.0,27.0,34.0
AL,2024,24,31,2024-08-04,1.0,34.0,27.0,30.0,8.0,283.0,28.0,38.0
AL,2024,25,32,2024-08-11,2.0,34.0,27.0,26.0,11.0,283.0,29.0,37.0
AL,2024,26,33,2024-08-18,1.0,32.0,27.0,30.0,10.0,279.0,28.0,40.0
AL,2024,27,34,2024-08-25,1.0,30.0,26.0,26.0,17.0,268.0,27.0,43.0
AL,2024,28,35,2024-09-01,1.0,34.0,25.0,21.0,19.0,268.0,26.0,40.0
AL,2024,29,36,2024-09-08,2.0,29.0,23.0,26.0,20.0,261.0,25.0,46.0
AL,2025,12,19,2025-05-11,11.0,16.0,73.0,0.0,0.0,395.0,84.0,0.0
AL,2025,13,20,2025-05-18,13.0,16.0,71.0,0.0,0.0,397.0,84.0,0.0
AL,2025,14,21,2025-05-25,15.0,19.0,62.0,4.0,0.0,388.0,77.0,4.0
AL,2025,15,22,2025-06-01,18.0,20.0,56.0,6.0,0.0,386.0,74.0,6.0
AL,2025,16,23,2025-06-08,21.0,14.0,62.0,3.0,0.0,401.0,83.0,3.0
AL,2025,17,24,2025-06-15,22.0,14.0,60.0,3.0,1.0,399.0,82.0,4.0
AL,2025,18,25,2025-06-22,22.0,13.0,62.0,2.0,1.0,402.0,84.0,3.0
AL,2025,19,26,2025-06-29,24.0,15.0,57.0,3.0,1.0,400.0,81.0,4.0
AL,2025,20,27,2025-07-06,20.0,13.0,64.0,2.0,1.0,400.0,84.0,3.0
AL,2025,21,28,2025-07-13,29.0,14.0,55.0,2.0,0.0,411.0,84.0,2.0
AL,2025,22,29,2025-07-20,34.0,12.0,49.0,4.0,1.0,411.0,83.0,5.0
AL,2025,23,30,2025-07-27,27.0,12.0,57.0,3.0,1.0,406.0,84.0,4.0
AL,2025,24,31,2025-08-03,22.0,12.0,63.0,2.0,1.0,403.0,85.0,3.0
AL,2025,25,32,2025-08-10,23.0,12.0,60.0,4.0,1.0,400.0,83.0,5.0
AL,2025,26,33,2025-08-17,26.0,17.0,52.0,4.0,1.0,398.0,78.0,5.0
AL,2025,27,34,2025-08-24,26.0,14.0,55.0,4.0,1.0,401.0,81.0,5.0
AL,2025,28,35,2025-08-31,26.0,15.0,53.0,5.0,1.0,398.0,79.0,6.0
AL,2025,29,36,2025-09-07,30.0,14.0,54.0,2.0,0.0,412.0,84.0,2.0
AR,2016,9,16,2016-04-24,12.0,38.0,38.0,5.0,7.0,343.0,50.0,12.0
AR,2016,10,17,2016-05-01,11.0,41.0,38.0,3.0,7.0,343.0,49.0,10.0
AR,2016,11,18,2016-05-08,13.0,33.0,43.0,3.0,8.0,350.0,56.0,11.0
AR,2016,12,19,2016-05-15,13.0,30.0,46.0,3.0,8.0,353.0,59.0,11.0
AR,2016,13,20,2016-05-22,13.0,31.0,45.0,3.0,8.0,352.0,58.0,11.0
AR,2016,14,21,2016-05-29,11.0,29.0,47.0,5.0,8.0,348.0,58.0,13.0
AR,2016,15,22,2016-06-05,11.0,28.0,48.0,5.0,8.0,349.0,59.0,13.0
AR,2016,16,23,2016-06-12,15.0,27.0,47.0,5.0,6.0,360.0,62.0,11.0
AR,2016,17,24,2016-06-19,15.0,30.0,44.0,5.0,6.0,357.0,59.0,11.0
AR,2016,18,25,2016-06-26,16.0,29.0,45.0,4.0,6.0,361.0,61.0,10.0
AR,2016,19,26,2016-07-03,15.0,27.0,48.0,4.0,6.0,362.0,63.0,10.0
AR,2016,20,27,2016-07-10,15.0,28.0,46.0,4.0,7.0,358.0,61.0,11.0
AR,2016,21,28,2016-07-17,16.0,28.0,45.0,4.0,7.0,359.0,61.0,11.0
AR,2016,22,29,2016-07-24,16.0,28.0,44.0,5.0,7.0,357.0,60.0,12.0
AR,2016,23,30,2016-07-31,16.0,27.0,46.0,5.0,6.0,361.0,62.0,11.0
AR,2016,24,31,2016-08-07,16.0,29.0,44.0,5.0,6.0,359.0,60.0,11.0
AR,2016,25,32,2016-08-14,17.0,28.0,45.0,4.0,6.0,363.0,62.0,10.0
AR,2016,26,33,2016-08-21,16.0,27.0,44.0,7.0,6.0,357.0,60.0,13.0
AR,2016,27,34,2016-08-28,16.0,28.0,43.0,7.0,6.0,356.0,59.0,13.0
AR,2016,28,35,2016-09-04,16.0,27.0,43.0,8.0,6.0,355.0,59.0,14.0
AR,2016,29,36,2016-09-11,16.0,27.0,43.0,8.0,6.0,355.0,59.0,14.0
AR,2016,30,37,2016-09-18,16.0,26.0,44.0,8.0,6.0,356.0,60.0,14.0
AR,2016,31,38,2016-09-25,16.0,26.0,44.0,8.0,6.0,356.0,60.0,14.0
AR,2016,32,39,2016-10-02,16.0,26.0,44.0,8.0,6.0,356.0,60.0,14.0
AR,2016,33,40,2016-10-09,16.0,26.0,44.0,8.0,6.0,356.0,60.0,14.0
AR,2017,8,15,2017-04-16,17.0,19.0,60.0,4.0,0.0,390.0,77.0,4.0
AR,2017,9,16,2017-04-23,16.0,19.0,60.0,4.0,1.0,386.0,76.0,5.0
AR,2017,10,17,2017-04-30,13.0,23.0,54.0,8.0,2.0,368.0,67.0,10.0
AR,2017,11,18,2017-05-07,9.0,25.0,51.0,10.0,5.0,349.0,60.0,15.0
AR,2017,12,19,2017-05-14,14.0,21.0,54.0,8.0,3.0,368.0,68.0,11.0
AR,2017,13,20,2017-05-21,13.0,22.0,55.0,7.0,3.0,368.0,68.0,10.0
AR,2017,14,21,2017-05-28,12.0,24.0,56.0,5.0,3.0,369.0,68.0,8.0
AR,2017,15,22,2017-06-04,14.0,24.0,55.0,5.0,2.0,374.0,69.0,7.0
AR,2017,16,23,2017-06-11,18.0,20.0,55.0,4.0,3.0,381.0,73.0,7.0
AR,2017,17,24,2017-06-18,19.0,16.0,60.0,3.0,2.0,391.0,79.0,5.0
AR,2017,18,25,2017-06-25,21.0,15.0,59.0,4.0,1.0,395.0,80.0,5.0
AR,2017,19,26,2017-07-02,21.0,15.0,60.0,3.0,1.0,397.0,81.0,4.0
AR,2017,20,27,2017-07-09,21.0,17.0,56.0,4.0,2.0,390.0,77.0,6.0
AR,2017,21,28,2017-07-16,21.0,16.0,57.0,4.0,2.0,391.0,78.0,6.0
AR,2017,22,29,2017-07-23,22.0,15.0,58.0,4.0,1.0,396.0,80.0,5.0
AR,2017,23,30,2017-07-30,22.0,15.0,58.0,4.0,1.0,396.0,80.0,5.0
AR,2017,24,31,2017-08-06,21.0,17.0,57.0,4.0,1.0,393.0,78.0,5.0
AR,2017,25,32,2017-08-13,23.0,16.0,55.0,5.0,1.0,394.0,78.0,6.0
AR,2017,26,33,2017-08-20,21.0,20.0,53.0,5.0,1.0,388.0,74.0,6.0
AR,2017,27,34,2017-08-27,23.0,15.0,56.0,5.0,1.0,395.0,79.0,6.0
AR,2017,28,35,2017-09-03,20.0,15.0,58.0,6.0,1.0,390.0,78.0,7.0
AR,2018,9,16,2018-04-22,1.0,36.0,51.0,10.0,2.0,339.0,52.0,12.0
AR,2018,10,17,2018-04-29,1.0,33.0,57.0,7.0,2.0,348.0,58.0,9.0
AR,2018,11,18,2018-05-06,3.0,33.0,59.0,4.0,1.0,359.0,62.0,5.0
AR,2018,12,19,2018-05-13,11.0,28.0,55.0,5.0,1.0,370.0,66.0,6.0
AR,2018,13,20,2018-05-20,13.0,25.0,56.0,5.0,1.0,375.0,69.0,6.0
AR,2018,14,21,2018-05-27,12.0,24.0,59.0,4.0,1.0,377.0,71.0,5.0
AR,2018,15,22,2018-06-03,15.0,19.0,62.0,3.0,1.0,387.0,77.0,4.0
AR,2018,16,23,2018-06-10,18.0,23.0,53.0,5.0,1.0,382.0,71.0,6.0
AR,2018,17,24,2018-06-17,18.0,24.0,50.0,6.0,2.0,376.0,68.0,8.0
AR,2018,18,25,2018-06-24,21.0,22.0,51.0,5.0,1.0,386.0,72.0,6.0
AR,2018,19,26,2018-07-01,23.0,20.0,49.0,6.0,2.0,385.0,72.0,8.0
AR,2018,20,27,2018-07-08,21.0,23.0,49.0,6.0,1.0,383.0,70.0,7.0
AR,2018,21,28,2018-07-15,23.0,20.0,49.0,6.0,2.0,385.0,72.0,8.0
AR,2018,22,29,2018-07-22,20.0,18.0,53.0,7.0,2.0,382.0,73.0,9.0
AR,2018,23,30,2018-07-29,20.0,21.0,50.0,7.0,2.0,379.0,70.0,9.0
AR,2018,24,31,2018-08-05,25.0,18.0,49.0,6.0,2.0,389.0,74.0,8.0
AR,2018,25,32,2018-08-12,20.0,22.0,51.0,6.0,1.0,383.0,71.0,7.0
AR,2018,26,33,2018-08-19,21.0,22.0,50.0,6.0,1.0,384.0,71.0,7.0
AR,2018,27,34,2018-08-26,18.0,25.0,48.0,7.0,2.0,373.0,66.0,9.0
AR,2018,28,35,2018-09-02,20.0,22.0,51.0,6.0,1.0,383.0,71.0,7.0
AR,2018,29,36,2018-09-09,20.0,22.0,53.0,4.0,1.0,387.0,73.0,5.0
AR,2019,10,17,2019-04-28,6.0,34.0,35.0,19.0,6.0,316.0,41.0,25.0
AR,2019,11,18,2019-05-05,7.0,37.0,34.0,15.0,7.0,319.0,41.0,22.0
AR,2019,12,19,2019-05-12,7.0,35.0,33.0,16.0,9.0,313.0,40.0,25.0
AR,2019,13,20,2019-05-19,10.0,33.0,36.0,14.0,7.0,328.0,46.0,21.0
AR,2019,14,21,2019-05-26,9.0,33.0,35.0,14.0,9.0,321.0,44.0,23.0
AR,2019,15,22,2019-06-02,11.0,29.0,39.0,12.0,9.0,331.0,50.0,21.0
AR,2019,16,23,2019-06-09,13.0,32.0,37.0,11.0,7.0,338.0,50.0,18.0
AR,2019,17,24,2019-06-16,16.0,32.0,36.0,10.0,6.0,346.0,52.0,16.0
AR,2019,18,25,2019-06-23,19.0,29.0,34.0,11.0,7.0,347.0,53.0,18.0
AR,2019,19,26,2019-06-30,19.0,27.0,38.0,10.0,6.0,354.0,57.0,16.0
AR,2019,20,27,2019-07-07,19.0,28.0,38.0,10.0,5.0,356.0,57.0,15.0
AR,2019,21,28,2019-07-14,21.0,28.0,34.0,11.0,6.0,353.0,55.0,17.0
AR,2019,22,29,2019-07-21,22.0,27.0,34.0,11.0,6.0,355.0,56.0,17.0
AR,2019,23,30,2019-07-28,23.0,27.0,33.0,11.0,6.0,356.0,56.0,17.0
AR,2019,24,31,2019-08-04,22.0,31.0,31.0,10.0,6.0,353.0,53.0,16.0
AR,2019,25,32,2019-08-11,23.0,30.0,37.0,7.0,3.0,370.0,60.0,10.0
AR,2019,26,33,2019-08-18,21.0,28.0,38.0,8.0,5.0,362.0,59.0,13.0
AR,2019,27,34,2019-08-25,20.0,31.0,36.0,8.0,5.0,358.0,56.0,13.0
AR,2019,28,35,2019-09-01,24.0,31.0,32.0,8.0,5.0,362.0,56.0,13.0
AR,2019,29,36,2019-09-08,25.0,34.0,27.0,9.0,5.0,358.0,52.0,14.0
AR,2019,30,37,2019-09-15,22.0,38.0,30.0,7.0,3.0,361.0,52.0,10.0
AR,2020,12,19,2020-05-10,12.0,24.0,61.0,3.0,0.0,382.0,73.0,3.0
AR,2020,13,20,2020-05-17,13.0,29.0,54.0,4.0,0.0,376.0,67.0,4.0
AR,2020,14,21,2020-05-24,18.0,27.0,49.0,5.0,1.0,378.0,67.0,6.0
AR,2020,15,22,2020-05-31,18.0,27.0,49.0,5.0,1.0,378.0,67.0,6.0
