state_alpha,season,week,cal_week,week_ending,EXCELLENT,FAIR,GOOD,POOR,VERY POOR,INDEX,GE,PVP
CO,2018,32,15,2018-04-15,2.0,38.0,36.0,15.0,9.0,307.0,38.0,24.0
CO,2018,33,16,2018-04-22,2.0,35.0,34.0,18.0,11.0,298.0,36.0,29.0
CO,2018,34,17,2018-04-29,4.0,31.0,45.0,14.0,6.0,327.0,49.0,20.0
CO,2018,35,18,2018-05-06,5.0,30.0,48.0,12.0,5.0,336.0,53.0,17.0
CO,2018,36,19,2018-05-13,4.0,29.0,49.0,12.0,6.0,333.0,53.0,18.0
CO,2018,37,20,2018-05-20,6.0,31.0,44.0,14.0,5.0,332.0,50.0,19.0
CO,2018,38,21,2018-05-27,7.0,25.0,49.0,14.0,5.0,339.0,56.0,19.0
CO,2018,39,22,2018-06-03,7.0,25.0,46.0,17.0,5.0,333.0,53.0,22.0
CO,2018,40,23,2018-06-10,7.0,25.0,46.0,15.0,7.0,331.0,53.0,22.0
CO,2018,41,24,2018-06-17,6.0,25.0,45.0,17.0,7.0,326.0,51.0,24.0
CO,2018,42,25,2018-06-24,6.0,33.0,36.0,19.0,6.0,317.0,42.0,25.0
CO,2018,43,26,2018-07-01,7.0,29.0,41.0,18.0,5.0,327.0,48.0,23.0
CO,2018,44,27,2018-07-08,3.0,29.0,49.0,15.0,4.0,332.0,52.0,19.0
CO,2018,45,28,2018-07-15,9.0,27.0,38.0,19.0,7.0,323.0,47.0,26.0
CO,2019,6,41,2018-10-14,7.0,32.0,51.0,8.0,2.0,353.0,58.0,10.0
CO,2019,7,42,2018-10-21,13.0,25.0,55.0,5.0,2.0,372.0,68.0,7.0
CO,2019,8,43,2018-10-28,10.0,31.0,54.0,4.0,1.0,368.0,64.0,5.0
CO,2019,9,44,2018-11-04,11.0,32.0,49.0,7.0,1.0,362.0,60.0,8.0
CO,2019,10,45,2018-11-11,9.0,31.0,54.0,5.0,1.0,365.0,63.0,6.0
CO,2019,11,46,2018-11-18,10.0,30.0,53.0,5.0,2.0,364.0,63.0,7.0
CO,2019,12,47,2018-11-25,5.0,34.0,49.0,11.0,1.0,346.0,54.0,12.0
CO,2019,25,8,2019-02-24,3.0,40.0,47.0,9.0,1.0,342.0,50.0,10.0
CO,2019,28,11,2019-03-17,10.0,30.0,52.0,7.0,1.0,363.0,62.0,8.0
CO,2019,29,12,2019-03-24,13.0,27.0,55.0,5.0,0.0,376.0,68.0,5.0
CO,2019,30,13,2019-03-31,16.0,29.0,50.0,5.0,0.0,377.0,66.0,5.0
CO,2019,31,14,2019-04-07,17.0,27.0,53.0,3.0,0.0,384.0,70.0,3.0
CO,2019,32,15,2019-04-14,8.0,34.0,54.0,4.0,0.0,366.0,62.0,4.0
CO,2019,33,16,2019-04-21,17.0,24.0,56.0,3.0,0.0,387.0,73.0,3.0
CO,2019,34,17,2019-04-28,16.0,22.0,60.0,2.0,0.0,390.0,76.0,2.0
CO,2019,35,18,2019-05-05,14.0,25.0,59.0,2.0,0.0,385.0,73.0,2.0
CO,2019,36,19,2019-05-12,15.0,21.0,62.0,2.0,0.0,390.0,77.0,2.0
CO,2019,37,20,2019-05-19,16.0,22.0,58.0,3.0,1.0,385.0,74.0,4.0
CO,2019,38,21,2019-05-26,13.0,21.0,62.0,3.0,1.0,383.0,75.0,4.0
CO,2019,39,22,2019-06-02,20.0,16.0,60.0,3.0,1.0,395.0,80.0,4.0
CO,2019,40,23,2019-06-09,21.0,16.0,59.0,2.0,2.0,395.0,80.0,4.0
CO,2019,41,24,2019-06-16,24.0,16.0,55.0,3.0,2.0,396.0,79.0,5.0
CO,2019,42,25,2019-06-23,29.0,16.0,51.0,3.0,1.0,404.0,80.0,4.0
CO,2019,43,26,2019-06-30,26.0,17.0,52.0,4.0,1.0,398.0,78.0,5.0
CO,2019,44,27,2019-07-07,34.0,15.0,47.0,3.0,1.0,410.0,81.0,4.0
CO,2019,45,28,2019-07-14,32.0,14.0,50.0,3.0,1.0,409.0,82.0,4.0
CO,2019,46,29,2019-07-21,25.0,19.0,52.0,3.0,1.0,397.0,77.0,4.0
CO,2020,6,41,2019-10-13,23.0,24.0,45.0,7.0,1.0,382.0,68.0,8.0
CO,2020,7,42,2019-10-20,20.0,22.0,47.0,10.0,1.0,375.0,67.0,11.0
CO,2020,8,43,2019-10-27,18.0,25.0,41.0,12.0,4.0,357.0,59.0,16.0
CO,2020,9,44,2019-11-03,17.0,23.0,48.0,9.0,3.0,367.0,65.0,12.0
CO,2020,10,45,2019-11-10,21.0,21.0,50.0,7.0,1.0,383.0,71.0,8.0
CO,2020,11,46,2019-11-17,13.0,28.0,51.0,6.0,2.0,367.0,64.0,8.0
CO,2020,12,47,2019-11-24,15.0,23.0,50.0,8.0,4.0,364.0,65.0,12.0
CO,2020,28,11,2020-03-15,3.0,33.0,43.0,11.0,10.0,318.0,46.0,21.0
CO,2020,29,12,2020-03-22,9.0,26.0,46.0,12.0,7.0,338.0,55.0,19.0
CO,2020,30,13,2020-03-29,6.0,22.0,45.0,16.0,11.0,319.0,51.0,27.0
CO,2020,31,14,2020-04-05,3.0,25.0,45.0,15.0,12.0,312.0,48.0,27.0
CO,2020,32,15,2020-04-12,2.0,28.0,38.0,18.0,14.0,296.0,40.0,32.0
CO,2020,33,16,2020-04-19,2.0,27.0,40.0,16.0,15.0,298.0,42.0,31.0
CO,2020,34,17,2020-04-26,2.0,29.0,35.0,19.0,15.0,290.0,37.0,34.0
CO,2020,35,18,2020-05-03,3.0,28.0,35.0,18.0,16.0,291.0,38.0,34.0
CO,2020,36,19,2020-05-10,2.0,27.0,33.0,19.0,19.0,280.0,35.0,38.0
CO,2020,37,20,2020-05-17,2.0,28.0,26.0,22.0,22.0,264.0,28.0,44.0
CO,2020,38,21,2020-05-24,3.0,29.0,29.0,19.0,20.0,276.0,32.0,39.0
CO,2020,39,22,2020-05-31,2.0,28.0,29.0,21.0,20.0,272.0,31.0,41.0
CO,2020,40,23,2020-06-07,2.0,30.0,30.0,21.0,17.0,279.0,32.0,38.0
CO,2020,41,24,2020-06-14,2.0,31.0,29.0,22.0,16.0,279.0,31.0,38.0
CO,2020,42,25,2020-06-21,2.0,34.0,27.0,23.0,14.0,280.0,29.0,37.0
CO,2020,43,26,2020-06-28,3.0,31.0,27.0,21.0,18.0,276.0,30.0,39.0
CO,2020,44,27,2020-07-05,3.0,38.0,20.0,20.0,19.0,268.0,23.0,39.0
CO,2020,45,28,2020-07-12,1.0,34.0,20.0,22.0,23.0,254.0,21.0,45.0
CO,2021,7,42,2020-10-18,1.0,36.0,17.0,25.0,21.0,252.0,18.0,46.0
CO,2021,8,43,2020-10-25,1.0,45.0,23.0,20.0,11.0,283.0,24.0,31.0
CO,2021,9,44,2020-11-01,0.0,47.0,25.0,18.0,10.0,287.0,25.0,28.0
CO,2021,10,45,2020-11-08,0.0,48.0,24.0,18.0,10.0,286.0,24.0,28.0
CO,2021,11,46,2020-11-15,1.0,43.0,24.0,20.0,12.0,282.0,25.0,32.0
CO,2021,12,47,2020-11-22,1.0,40.0,16.0,24.0,19.0,256.0,17.0,43.0
CO,2021,13,48,2020-11-29,0.0,42.0,20.0,21.0,17.0,265.0,20.0,38.0
CO,2021,20,3,2021-01-24,1.0,47.0,16.0,18.0,18.0,264.0,17.0,36.0
CO,2021,24,7,2021-02-21,2.0,52.0,17.0,14.0,15.0,277.0,19.0,29.0
CO,2021,27,10,2021-03-14,3.0,39.0,22.0,17.0,19.0,273.0,25.0,36.0
CO,2021,28,11,2021-03-21,4.0,38.0,29.0,13.0,16.0,292.0,33.0,29.0
CO,2021,29,12,2021-03-28,3.0,40.0,25.0,19.0,13.0,286.0,28.0,32.0
CO,2021,30,13,2021-04-04,3.0,39.0,24.0,19.0,15.0,281.0,27.0,34.0
CO,2021,31,14,2021-04-11,3.0,40.0,23.0,21.0,13.0,282.0,26.0,34.0
CO,2021,32,15,2021-04-18,3.0,40.0,23.0,20.0,14.0,281.0,26.0,34.0
CO,2021,33,16,2021-04-25,3.0,38.0,27.0,19.0,13.0,288.0,30.0,32.0
CO,2021,34,17,2021-05-02,4.0,37.0,28.0,17.0,14.0,291.0,32.0,31.0
CO,2021,35,18,2021-05-09,3.0,42.0,25.0,18.0,12.0,289.0,28.0,30.0
CO,2021,36,19,2021-05-16,3.0,38.0,29.0,20.0,10.0,295.0,32.0,30.0
CO,2021,37,20,2021-05-23,6.0,40.0,38.0,12.0,4.0,330.0,44.0,16.0
CO,2021,38,21,2021-05-30,9.0,35.0,41.0,11.0,4.0,340.0,50.0,15.0
CO,2021,39,22,2021-06-06,6.0,29.0,50.0,10.0,5.0,342.0,56.0,15.0
CO,2021,40,23,2021-06-13,11.0,26.0,44.0,11.0,8.0,339.0,55.0,19.0
CO,2021,41,24,2021-06-20,14.0,27.0,46.0,9.0,4.0,357.0,60.0,13.0
CO,2021,42,25,2021-06-27,15.0,27.0,44.0,12.0,2.0,358.0,59.0,14.0
CO,2021,43,26,2021-07-04,16.0,26.0,44.0,11.0,3.0,359.0,60.0,14.0
CO,2021,44,27,2021-07-11,11.0,28.0,43.0,14.0,4.0,343.0,54.0,18.0
CO,2021,45,28,2021-07-18,11.0,26.0,50.0,9.0,4.0,355.0,61.0,13.0
CO,2022,6,41,2021-10-17,13.0,31.0,37.0,16.0,3.0,341.0,50.0,19.0
CO,2022,7,42,2021-10-24,5.0,33.0,41.0,15.0,6.0,324.0,46.0,21.0
CO,2022,8,43,2021-10-31,5.0,32.0,36.0,17.0,10.0,309.0,41.0,27.0
CO,2022,9,44,2021-11-07,8.0,33.0,27.0,20.0,12.0,299.0,35.0,32.0
CO,2022,10,45,2021-11-14,8.0,32.0,33.0,17.0,10.0,312.0,41.0,27.0
CO,2022,11,46,2021-11-21,8.0,30.0,33.0,22.0,7.0,313.0,41.0,29.0
CO,2022,12,47,2021-11-28,3.0,29.0,35.0,23.0,10.0,298.0,38.0,33.0
CO,2022,17,52,2021-01-03,1.0,47.0,18.0,19.0,15.0,271.0,19.0,34.0
CO,2022,20,3,2022-01-23,0.0,40.0,20.0,26.0,14.0,266.0,20.0,40.0
CO,2022,24,7,2022-02-20,1.0,39.0,20.0,23.0,17.0,265.0,21.0,40.0
CO,2022,27,10,2022-03-13,0.0,42.0,18.0,25.0,15.0,263.0,18.0,40.0
CO,2022,28,11,2022-03-20,0.0,44.0,19.0,23.0,14.0,268.0,19.0,37.0
CO,2022,29,12,2022-03-27,0.0,50.0,11.0,25.0,14.0,258.0,11.0,39.0
CO,2022,30,13,2022-04-03,1.0,42.0,18.0,25.0,14.0,267.0,19.0,39.0
CO,2022,31,14,2022-04-10,1.0,37.0,19.0,31.0,12.0,266.0,20.0,43.0
CO,2022,32,15,2022-04-17,0.0,38.0,14.0,31.0,17.0,249.0,14.0,48.0
CO,2022,33,16,2022-04-24,1.0,36.0,16.0,29.0,18.0,253.0,17.0,47.0
CO,2022,34,17,2022-05-01,0.0,31.0,12.0,34.0,23.0,232.0,12.0,57.0
CO,2022,35,18,2022-05-08,0.0,31.0,11.0,34.0,24.0,229.0,11.0,58.0
CO,2022,36,19,2022-05-15,1.0,36.0,18.0,25.0,20.0,255.0,19.0,45.0
CO,2022,37,20,2022-05-22,2.0,33.0,11.0,28.0,26.0,235.0,13.0,54.0
CO,2022,38,21,2022-05-29,1.0,35.0,17.0,20.0,27.0,245.0,18.0,47.0
CO,2022,39,22,2022-06-05,0.0,26.0,19.0,24.0,31.0,233.0,19.0,55.0
CO,2022,40,23,2022-06-12,1.0,29.0,20.0,22.0,28.0,244.0,21.0,50.0
CO,2022,41,24,2022-06-19,0.0,32.0,14.0,25.0,29.0,231.0,14.0,54.0
CO,2022,42,25,2022-06-26,0.0,29.0,13.0,27.0,31.0,224.0,13.0,58.0
CO,2022,43,26,2022-07-03,0.0,34.0,17.0,26.0,23.0,245.0,17.0,49.0
CO,2022,44,27,2022-07-10,0.0,31.0,16.0,27.0,26.0,237.0,16.0,53.0
CO,2022,45,28,2022-07-17,0.0,26.0,7.0,32.0,35.0,205.0,7.0,67.0
CO,2023,7,42,2022-10-23,1.0,40.0,24.0,19.0,16.0,275.0,25.0,35.0
CO,2023,8,43,2022-10-30,1.0,41.0,27.0,20.0,11.0,287.0,28.0,31.0
CO,2023,9,44,2022-11-06,1.0,34.0,21.0,25.0,19.0,260.0,22.0,44.0
CO,2023,10,45,2022-11-13,1.0,34.0,20.0,27.0,18.0,259.0,21.0,45.0
CO,2023,11,46,2022-11-20,0.0,28.0,20.0,28.0,24.0,244.0,20.0,52.0
CO,2023,12,47,2022-11-27,1.0,32.0,29.0,21.0,17.0,276.0,30.0,38.0
CO,2023,17,52,2022-01-02,0.0,42.0,25.0,22.0,11.0,281.0,25.0,33.0
CO,2023,21,4,2023-01-29,3.0,38.0,35.0,17.0,7.0,310.0,38.0,24.0
CO,2023,25,8,2023-02-26,1.0,41.0,28.0,22.0,8.0,292.0,29.0,30.0
CO,2023,27,10,2023-03-12,1.0,37.0,39.0,13.0,10.0,308.0,40.0,23.0
CO,2023,28,11,2023-03-19,0.0,41.0,36.0,14.0,9.0,304.0,36.0,23.0
CO,2023,29,12,2023-03-26,0.0,50.0,28.0,11.0,11.0,295.0,28.0,22.0
CO,2023,30,13,2023-04-02,1.0,40.0,26.0,22.0,11.0,284.0,27.0,33.0
CO,2023,31,14,2023-04-09,2.0,41.0,23.0,22.0,12.0,281.0,25.0,34.0
CO,2023,32,15,2023-04-16,3.0,39.0,20.0,26.0,12.0,276.0,23.0,38.0
CO,2023,33,16,2023-04-23,4.0,38.0,19.0,32.0,7.0,281.0,23.0,39.0
CO,2023,34,17,2023-04-30,4.0,35.0,24.0,27.0,10.0,285.0,28.0,37.0
CO,2023,35,18,2023-05-07,1.0,31.0,21.0,33.0,14.0,262.0,22.0,47.0
CO,2023,36,19,2023-05-14,3.0,33.0,23.0,25.0,16.0,272.0,26.0,41.0
CO,2023,37,20,2023-05-21,4.0,29.0,25.0,28.0,14.0,277.0,29.0,42.0
CO,2023,38,21,2023-05-28,7.0,29.0,25.0,31.0,8.0,292.0,32.0,39.0
CO,2023,39,22,2023-06-04,5.0,27.0,38.0,22.0,8.0,310.0,43.0,30.0
CO,2023,40,23,2023-06-11,13.0,24.0,41.0,14.0,8.0,337.0,54.0,22.0
CO,2023,41,24,2023-06-18,9.0,32.0,38.0,13.0,8.0,327.0,47.0,21.0
CO,2023,42,25,2023-06-25,12.0,28.0,49.0,11.0,0.0,362.0,61.0,11.0
CO,2023,43,26,2023-07-02,12.0,21.0,44.0,14.0,9.0,336.0,56.0,23.0
CO,2023,44,27,2023-07-09,11.0,27.0,48.0,12.0,2.0,354.0,59.0,14.0
CO,2023,45,28,2023-07-16,19.0,24.0,43.0,11.0,3.0,364.0,62.0,14.0
CO,2023,46,29,2023-07-23,14.0,23.0,51.0,7.0,5.0,362.0,65.0,12.0
CO,2024,7,42,2023-10-22,6.0,30.0,57.0,6.0,1.0,361.0,63.0,7.0
CO,2024,8,43,2023-10-29,5.0,31.0,58.0,6.0,0.0,362.0,63.0,6.0
CO,2024,9,44,2023-11-05,5.0,32.0,58.0,4.0,1.0,362.0,63.0,5.0
CO,2024,10,45,2023-11-12,5.0,32.0,59.0,4.0,0.0,365.0,64.0,4.0
CO,2024,11,46,2023-11-19,3.0,31.0,58.0,6.0,2.0,354.0,61.0,8.0
CO,2024,12,47,2023-11-26,6.0,33.0,59.0,2.0,0.0,369.0,65.0,2.0
CO,2024,17,52,2023-01-01,0.0,35.0,50.0,10.0,5.0,330.0,50.0,15.0
CO,2024,17,52,2023-12-31,5.0,28.0,56.0,7.0,4.0,351.0,61.0,11.0
CO,2024,21,4,2024-01-28,7.0,26.0,56.0,6.0,5.0,354.0,63.0,11.0
CO,2024,25,8,2024-02-25,7.0,37.0,49.0,4.0,3.0,353.0,56.0,7.0
CO,2024,28,11,2024-03-17,6.0,26.0,59.0,5.0,4.0,358.0,65.0,9.0
CO,2024,29,12,2024-03-24,6.0,28.0,62.0,2.0,2.0,368.0,68.0,4.0
CO,2024,30,13,2024-03-31,4.0,34.0,54.0,4.0,4.0,350.0,58.0,8.0
CO,2024,31,14,2024-04-07,7.0,26.0,46.0,13.0,8.0,331.0,53.0,21.0
CO,2024,32,15,2024-04-14,4.0,30.0,49.0,11.0,6.0,334.0,53.0,17.0
CO,2024,33,16,2024-04-21,5.0,33.0,46.0,11.0,5.0,335.0,51.0,16.0
CO,2024,34,17,2024-04-28,2.0,31.0,44.0,13.0,10.0,315.0,46.0,23.0
CO,2024,35,18,2024-05-05,4.0,28.0,41.0,17.0,10.0,312.0,45.0,27.0
CO,2024,36,19,2024-05-12,5.0,31.0,47.0,11.0,6.0,334.0,52.0,17.0
CO,2024,37,20,2024-05-19,2.0,32.0,43.0,19.0,4.0,320.0,45.0,23.0
CO,2024,38,21,2024-05-26,2.0,31.0,39.0,20.0,8.0,307.0,41.0,28.0
CO,2024,39,22,2024-06-02,3.0,30.0,43.0,17.0,7.0,318.0,46.0,24.0
CO,2024,40,23,2024-06-09,3.0,32.0,42.0,16.0,7.0,318.0,45.0,23.0
CO,2024,41,24,2024-06-16,2.0,27.0,33.0,23.0,15.0,284.0,35.0,38.0
CO,2024,42,25,2024-06-23,3.0,26.0,33.0,22.0,16.0,285.0,36.0,38.0
CO,2024,43,26,2024-06-30,8.0,35.0,32.0,15.0,10.0,313.0,40.0,25.0
CO,2024,44,27,2024-07-07,8.0,28.0,45.0,12.0,7.0,335.0,53.0,19.0
CO,2025,6,41,2024-10-13,5.0,27.0,45.0,13.0,10.0,322.0,50.0,23.0
CO,2025,7,42,2024-10-20,7.0,23.0,48.0,12.0,10.0,330.0,55.0,22.0
CO,2025,8,43,2024-10-27,2.0,26.0,49.0,14.0,9.0,321.0,51.0,23.0
CO,2025,9,44,2024-11-03,5.0,22.0,53.0,12.0,8.0,335.0,58.0,20.0
CO,2025,10,45,2024-11-10,1.0,28.0,53.0,12.0,6.0,331.0,54.0,18.0
CO,2025,11,46,2024-11-17,7.0,22.0,58.0,10.0,3.0,356.0,65.0,13.0
CO,2025,12,47,2024-11-24,8.0,22.0,60.0,8.0,2.0,364.0,68.0,10.0
CO,2025,18,1,2025-01-05,9.0,18.0,61.0,7.0,5.0,362.0,70.0,12.0
CO,2025,22,5,2025-02-02,9.0,29.0,48.0,8.0,6.0,346.0,57.0,14.0
CO,2025,26,9,2025-03-02,7.0,22.0,60.0,7.0,4.0,359.0,67.0,11.0
CO,2025,28,11,2025-03-16,10.0,29.0,50.0,8.0,3.0,356.0,60.0,11.0
CO,2025,29,12,2025-03-23,9.0,25.0,57.0,6.0,3.0,363.0,66.0,9.0
CO,2025,30,13,2025-03-30,15.0,24.0,52.0,7.0,2.0,371.0,67.0,9.0
CO,2025,31,14,2025-04-06,15.0,22.0,48.0,13.0,2.0,361.0,63.0,15.0
CO,2025,32,15,2025-04-13,9.0,29.0,48.0,11.0,3.0,349.0,57.0,14.0
CO,2025,33,16,2025-04-20,8.0,21.0,48.0,18.0,5.0,336.0,56.0,23.0
CO,2025,34,17,2025-04-27,10.0,23.0,38.0,23.0,6.0,323.0,48.0,29.0
CO,2025,35,18,2025-05-04,5.0,30.0,48.0,13.0,4.0,337.0,53.0,17.0
CO,2025,36,19,2025-05-11,3.0,27.0,53.0,13.0,4.0,338.0,56.0,17.0
CO,2025,37,20,2025-05-18,3.0,36.0,43.0,12.0,6.0,325.0,46.0,18.0
CO,2025,38,21,2025-05-25,8.0,34.0,43.0,10.0,5.0,339.0,51.0,15.0
CO,2025,39,22,2025-06-01,8.0,32.0,47.0,8.0,5.0,345.0,55.0,13.0
CO,2025,40,23,2025-06-08,10.0,25.0,56.0,6.0,3.0,364.0,66.0,9.0
CO,2025,41,24,2025-06-15,12.0,22.0,54.0,8.0,4.0,362.0,66.0,12.0
CO,2025,42,25,2025-06-22,9.0,22.0,46.0,13.0,10.0,331.0,55.0,23.0
CO,2025,43,26,2025-06-29,9.0,15.0,60.0,13.0,3.0,359.0,69.0,16.0
CO,2025,44,27,2025-07-06,9.0,21.0,60.0,8.0,2.0,366.0,69.0,10.0
CO,2025,45,28,2025-07-13,7.0,17.0,70.0,3.0,3.0,375.0,77.0,6.0
CO,2026,11,46,2025-11-16,18.0,17.0,50.0,9.0,6.0,365.0,68.0,15.0
CO,2026,12,47,2025-11-23,12.0,17.0,57.0,9.0,5.0,362.0,69.0,14.0
DE,2016,11,46,2015-11-15,15.0,6.0,79.0,0.0,0.0,409.0,94.0,0.0
DE,2016,12,47,2015-11-22,14.0,4.0,82.0,0.0,0.0,410.0,96.0,0.0
DE,2016,13,48,2015-11-29,14.0,5.0,81.0,0.0,0.0,409.0,95.0,0.0
DE,2016,30,13,2016-04-03,6.0,35.0,48.0,7.0,4.0,345.0,54.0,11.0
DE,2016,31,14,2016-04-10,6.0,35.0,43.0,12.0,4.0,335.0,49.0,16.0
DE,2016,32,15,2016-04-17,7.0,26.0,57.0,8.0,2.0,359.0,64.0,10.0
DE,2016,33,16,2016-04-24,7.0,26.0,57.0,8.0,2.0,359.0,64.0,10.0
DE,2016,34,17,2016-05-01,12.0,27.0,53.0,7.0,1.0,368.0,65.0,8.0
DE,2016,35,18,2016-05-08,9.0,29.0,54.0,7.0,1.0,363.0,63.0,8.0
DE,2016,36,19,2016-05-15,8.0,32.0,51.0,8.0,1.0,357.0,59.0,9.0
DE,2016,37,20,2016-05-22,8.0,33.0,40.0,15.0,4.0,333.0,48.0,19.0
DE,2016,38,21,2016-05-29,5.0,33.0,42.0,16.0,4.0,328.0,47.0,20.0
DE,2016,39,22,2016-06-05,5.0,34.0,42.0,15.0,4.0,329.0,47.0,19.0
DE,2016,40,23,2016-06-12,4.0,34.0,42.0,16.0,4.0,326.0,46.0,20.0
DE,2016,41,24,2016-06-19,4.0,34.0,43.0,16.0,3.0,329.0,47.0,19.0
DE,2016,42,25,2016-06-26,4.0,35.0,46.0,12.0,3.0,336.0,50.0,15.0
DE,2016,43,26,2016-07-03,3.0,38.0,42.0,14.0,3.0,328.0,45.0,17.0
DE,2016,44,27,2016-07-10,3.0,38.0,42.0,14.0,3.0,328.0,45.0,17.0
DE,2016,45,28,2016-07-17,3.0,38.0,41.0,15.0,3.0,326.0,44.0,18.0
DE,2016,46,29,2016-07-24,0.0,40.0,35.0,18.0,7.0,303.0,35.0,25.0
DE,2017,9,44,2016-11-06,12.0,57.0,29.0,2.0,0.0,351.0,41.0,2.0
DE,2017,10,45,2016-11-13,21.0,40.0,37.0,2.0,0.0,377.0,58.0,2.0
DE,2017,11,46,2016-11-20,23.0,32.0,44.0,1.0,0.0,389.0,67.0,1.0
DE,2017,12,47,2016-11-27,25.0,32.0,41.0,2.0,0.0,389.0,66.0,2.0
DE,2017,31,14,2017-04-09,4.0,16.0,72.0,6.0,2.0,370.0,76.0,8.0
DE,2017,32,15,2017-04-16,2.0,17.0,73.0,6.0,2.0,367.0,75.0,8.0
DE,2017,33,16,2017-04-23,2.0,18.0,71.0,7.0,2.0,364.0,73.0,9.0
DE,2017,34,17,2017-04-30,5.0,24.0,61.0,8.0,2.0,359.0,66.0,10.0
DE,2017,35,18,2017-05-07,9.0,23.0,61.0,6.0,1.0,371.0,70.0,7.0
DE,2017,36,19,2017-05-14,2.0,21.0,66.0,10.0,1.0,358.0,68.0,11.0
DE,2017,37,20,2017-05-21,6.0,29.0,53.0,9.0,3.0,350.0,59.0,12.0
DE,2017,38,21,2017-05-28,5.0,27.0,59.0,7.0,2.0,358.0,64.0,9.0
DE,2017,39,22,2017-06-04,9.0,24.0,61.0,4.0,2.0,371.0,70.0,6.0
DE,2017,40,23,2017-06-11,11.0,23.0,59.0,5.0,2.0,372.0,70.0,7.0
DE,2017,41,24,2017-06-18,7.0,27.0,60.0,4.0,2.0,366.0,67.0,6.0
DE,2017,42,25,2017-06-25,5.0,27.0,60.0,5.0,3.0,359.0,65.0,8.0
DE,2017,43,26,2017-07-02,4.0,29.0,59.0,6.0,2.0,357.0,63.0,8.0
DE,2017,44,27,2017-07-09,7.0,36.0,50.0,4.0,3.0,354.0,57.0,7.0
DE,2017,45,28,2017-07-16,5.0,5.0,71.0,19.0,0.0,362.0,76.0,19.0
DE,2017,46,29,2017-07-23,2.0,16.0,71.0,10.0,1.0,363.0,73.0,11.0
DE,2018,9,44,2017-11-05,5.0,26.0,62.0,6.0,1.0,364.0,67.0,7.0
DE,2018,10,45,2017-11-12,9.0,40.0,42.0,7.0,2.0,349.0,51.0,9.0
DE,2018,11,46,2017-11-19,15.0,23.0,56.0,6.0,0.0,380.0,71.0,6.0
DE,2018,12,47,2017-11-26,14.0,22.0,55.0,7.0,2.0,372.0,69.0,9.0
DE,2018,30,13,2018-04-01,15.0,14.0,58.0,12.0,1.0,374.0,73.0,13.0
DE,2018,31,14,2018-04-08,18.0,12.0,64.0,6.0,0.0,394.0,82.0,6.0
DE,2018,32,15,2018-04-15,9.0,24.0,45.0,21.0,1.0,340.0,54.0,22.0
DE,2018,33,16,2018-04-22,11.0,20.0,55.0,13.0,1.0,362.0,66.0,14.0
DE,2018,34,17,2018-04-29,14.0,22.0,50.0,11.0,3.0,361.0,64.0,14.0
DE,2018,35,18,2018-05-06,5.0,31.0,40.0,23.0,1.0,325.0,45.0,24.0
DE,2018,36,19,2018-05-13,11.0,20.0,55.0,12.0,2.0,361.0,66.0,14.0
DE,2018,37,20,2018-05-20,13.0,20.0,51.0,14.0,2.0,359.0,64.0,16.0
DE,2018,38,21,2018-05-27,5.0,41.0,33.0,19.0,2.0,320.0,38.0,21.0
DE,2018,39,22,2018-06-03,9.0,22.0,41.0,26.0,2.0,329.0,50.0,28.0
DE,2018,40,23,2018-06-10,11.0,27.0,28.0,31.0,3.0,313.0,39.0,34.0
DE,2018,41,24,2018-06-17,12.0,26.0,32.0,27.0,3.0,323.0,44.0,30.0
DE,2018,42,25,2018-06-24,12.0,28.0,26.0,30.0,4.0,312.0,38.0,34.0
DE,2018,43,26,2018-07-01,17.0,24.0,32.0,23.0,4.0,335.0,49.0,27.0
DE,2019,30,13,2019-03-31,7.0,59.0,31.0,2.0,1.0,341.0,38.0,3.0
DE,2019,31,14,2019-04-07,10.0,50.0,35.0,3.0,2.0,348.0,45.0,5.0
DE,2019,32,15,2019-04-14,8.0,54.0,30.0,5.0,3.0,335.0,38.0,8.0
DE,2019,33,16,2019-04-21,7.0,52.0,39.0,1.0,1.0,350.0,46.0,2.0
DE,2019,34,17,2019-04-28,7.0,47.0,44.0,1.0,1.0,355.0,51.0,2.0
DE,2019,35,18,2019-05-05,11.0,45.0,39.0,3.0,2.0,354.0,50.0,5.0
DE,2019,36,19,2019-05-12,8.0,44.0,42.0,4.0,2.0,350.0,50.0,6.0
DE,2019,37,20,2019-05-19,8.0,45.0,45.0,1.0,1.0,358.0,53.0,2.0
DE,2019,38,21,2019-05-26,9.0,43.0,45.0,2.0,1.0,359.0,54.0,3.0
DE,2019,39,22,2019-06-02,6.0,43.0,47.0,2.0,2.0,353.0,53.0,4.0
DE,2019,40,23,2019-06-09,6.0,43.0,47.0,2.0,2.0,353.0,53.0,4.0
DE,2019,41,24,2019-06-16,6.0,44.0,47.0,2.0,1.0,355.0,53.0,3.0
DE,2019,42,25,2019-06-23,6.0,44.0,47.0,2.0,1.0,355.0,53.0,3.0
DE,2019,43,26,2019-06-30,7.0,42.0,47.0,3.0,1.0,356.0,54.0,4.0
DE,2020,8,43,2019-10-27,20.0,5.0,75.0,0.0,0.0,415.0,95.0,0.0
DE,2020,9,44,2019-11-03,20.0,2.0,78.0,0.0,0.0,418.0,98.0,0.0
DE,2020,10,45,2019-11-10,32.0,2.0,64.0,1.0,1.0,425.0,96.0,2.0
