state_alpha,season,week,cal_week,week_ending,EXCELLENT,FAIR,GOOD,POOR,VERY POOR,INDEX,GE,PVP
AL,2016,11,46,2015-11-15,0.0,11.0,84.0,5.0,0.0,379.0,84.0,5.0
AL,2016,12,47,2015-11-22,0.0,13.0,83.0,4.0,0.0,379.0,83.0,4.0
AL,2016,13,48,2015-11-29,0.0,12.0,84.0,4.0,0.0,380.0,84.0,4.0
AL,2016,30,13,2016-04-03,6.0,20.0,71.0,3.0,0.0,380.0,77.0,3.0
AL,2016,31,14,2016-04-10,6.0,29.0,63.0,2.0,0.0,373.0,69.0,2.0
AL,2016,32,15,2016-04-17,15.0,20.0,64.0,1.0,0.0,393.0,79.0,1.0
AL,2016,33,16,2016-04-24,23.0,17.0,59.0,1.0,0.0,404.0,82.0,1.0
AL,2016,34,17,2016-05-01,20.0,16.0,63.0,1.0,0.0,402.0,83.0,1.0
AL,2016,35,18,2016-05-08,15.0,16.0,69.0,0.0,0.0,399.0,84.0,0.0
AL,2016,36,19,2016-05-15,15.0,17.0,68.0,0.0,0.0,398.0,83.0,0.0
AL,2016,37,20,2016-05-22,13.0,16.0,68.0,3.0,0.0,391.0,81.0,3.0
AL,2016,38,21,2016-05-29,10.0,16.0,71.0,3.0,0.0,388.0,81.0,3.0
AL,2016,39,22,2016-06-05,9.0,20.0,68.0,3.0,0.0,383.0,77.0,3.0
AL,2016,40,23,2016-06-12,11.0,17.0,71.0,1.0,0.0,392.0,82.0,1.0
AL,2017,12,47,2016-11-27,0.0,5.0,0.0,70.0,25.0,180.0,0.0,95.0
AL,2017,30,13,2017-04-02,10.0,38.0,49.0,3.0,0.0,366.0,59.0,3.0
AL,2017,31,14,2017-04-09,10.0,37.0,50.0,3.0,0.0,367.0,60.0,3.0
AL,2017,32,15,2017-04-16,14.0,29.0,54.0,3.0,0.0,379.0,68.0,3.0
AL,2017,33,16,2017-04-23,15.0,29.0,53.0,3.0,0.0,380.0,68.0,3.0
AL,2017,34,17,2017-04-30,18.0,26.0,53.0,3.0,0.0,386.0,71.0,3.0
AL,2017,35,18,2017-05-07,17.0,22.0,56.0,5.0,0.0,385.0,73.0,5.0
AL,2017,36,19,2017-05-14,22.0,25.0,47.0,6.0,0.0,385.0,69.0,6.0
AL,2017,37,20,2017-05-21,19.0,21.0,55.0,5.0,0.0,388.0,74.0,5.0
AL,2017,38,21,2017-05-28,14.0,15.0,58.0,13.0,0.0,373.0,72.0,13.0
AL,2017,39,22,2017-06-04,16.0,14.0,56.0,12.0,2.0,372.0,72.0,14.0
AL,2017,40,23,2017-06-11,15.0,20.0,56.0,9.0,0.0,377.0,71.0,9.0
AL,2017,41,24,2017-06-18,17.0,20.0,61.0,2.0,0.0,393.0,78.0,2.0
AL,2018,30,13,2018-04-01,5.0,22.0,73.0,0.0,0.0,383.0,78.0,0.0
AL,2018,31,14,2018-04-08,4.0,33.0,62.0,1.0,0.0,369.0,66.0,1.0
AL,2018,32,15,2018-04-15,3.0,29.0,67.0,1.0,0.0,372.0,70.0,1.0
AL,2018,33,16,2018-04-22,3.0,32.0,64.0,1.0,0.0,369.0,67.0,1.0
AL,2018,34,17,2018-04-29,4.0,33.0,63.0,0.0,0.0,371.0,67.0,0.0
AL,2018,35,18,2018-05-06,5.0,27.0,67.0,1.0,0.0,376.0,72.0,1.0
AL,2018,36,19,2018-05-13,6.0,27.0,66.0,1.0,0.0,377.0,72.0,1.0
AL,2018,37,20,2018-05-20,8.0,24.0,67.0,1.0,0.0,382.0,75.0,1.0
AL,2018,38,21,2018-05-27,7.0,24.0,65.0,3.0,1.0,374.0,72.0,4.0
AL,2018,39,22,2018-06-03,8.0,23.0,65.0,3.0,1.0,376.0,73.0,4.0
AL,2018,40,23,2018-06-10,10.0,15.0,68.0,5.0,2.0,379.0,78.0,7.0
AL,2018,41,24,2018-06-17,11.0,15.0,58.0,12.0,4.0,360.0,69.0,16.0
AL,2019,30,13,2019-03-31,5.0,42.0,46.0,5.0,2.0,347.0,51.0,7.0
AL,2019,31,14,2019-04-07,5.0,40.0,45.0,6.0,4.0,341.0,50.0,10.0
AL,2019,32,15,2019-04-14,7.0,34.0,57.0,2.0,0.0,369.0,64.0,2.0
AL,2019,33,16,2019-04-21,7.0,34.0,54.0,4.0,1.0,362.0,61.0,5.0
AL,2019,34,17,2019-04-28,10.0,39.0,42.0,6.0,3.0,350.0,52.0,9.0
AL,2019,35,18,2019-05-05,11.0,33.0,53.0,3.0,0.0,372.0,64.0,3.0
AL,2019,36,19,2019-05-12,6.0,21.0,69.0,4.0,0.0,377.0,75.0,4.0
AL,2019,37,20,2019-05-19,4.0,22.0,71.0,3.0,0.0,376.0,75.0,3.0
AL,2019,38,21,2019-05-26,4.0,30.0,60.0,5.0,1.0,361.0,64.0,6.0
AL,2019,39,22,2019-06-02,5.0,40.0,48.0,5.0,2.0,349.0,53.0,7.0
AL,2019,40,23,2019-06-09,1.0,39.0,58.0,2.0,0.0,358.0,59.0,2.0
AL,2019,41,24,2019-06-16,5.0,30.0,62.0,2.0,1.0,368.0,67.0,3.0
AL,2020,31,14,2020-04-05,1.0,35.0,62.0,2.0,0.0,362.0,63.0,2.0
AL,2020,32,15,2020-04-12,2.0,30.0,65.0,3.0,0.0,366.0,67.0,3.0
AL,2020,33,16,2020-04-19,3.0,28.0,66.0,3.0,0.0,369.0,69.0,3.0
AL,2020,34,17,2020-04-26,5.0,25.0,67.0,3.0,0.0,374.0,72.0,3.0
AL,2020,35,18,2020-05-03,10.0,20.0,65.0,3.0,2.0,378.0,75.0,5.0
AL,2020,36,19,2020-05-10,15.0,21.0,59.0,3.0,2.0,382.0,74.0,5.0
AL,2020,37,20,2020-05-17,14.0,24.0,56.0,4.0,2.0,376.0,70.0,6.0
AL,2020,38,21,2020-05-24,8.0,24.0,66.0,2.0,0.0,380.0,74.0,2.0
AL,2020,39,22,2020-05-31,5.0,21.0,73.0,1.0,0.0,382.0,78.0,1.0
AL,2020,40,23,2020-06-07,4.0,22.0,71.0,2.0,1.0,375.0,75.0,3.0
AL,2020,41,24,2020-06-14,8.0,21.0,65.0,3.0,3.0,372.0,73.0,6.0
AL,2021,13,48,2020-11-29,14.0,8.0,78.0,0.0,0.0,406.0,92.0,0.0
AL,2021,30,13,2021-04-04,11.0,13.0,75.0,1.0,0.0,396.0,86.0,1.0
AL,2021,31,14,2021-04-11,11.0,15.0,73.0,1.0,0.0,394.0,84.0,1.0
AL,2021,32,15,2021-04-18,7.0,17.0,76.0,0.0,0.0,390.0,83.0,0.0
AL,2021,33,16,2021-04-25,9.0,16.0,72.0,2.0,1.0,386.0,81.0,3.0
AL,2021,34,17,2021-05-02,10.0,13.0,77.0,0.0,0.0,397.0,87.0,0.0
AL,2021,35,18,2021-05-09,9.0,13.0,78.0,0.0,0.0,396.0,87.0,0.0
AL,2021,36,19,2021-05-16,10.0,15.0,75.0,0.0,0.0,395.0,85.0,0.0
AL,2021,37,20,2021-05-23,10.0,14.0,76.0,0.0,0.0,396.0,86.0,0.0
AL,2021,38,21,2021-05-30,19.0,12.0,68.0,1.0,0.0,405.0,87.0,1.0
AL,2021,39,22,2021-06-06,20.0,14.0,66.0,0.0,0.0,406.0,86.0,0.0
AL,2021,40,23,2021-06-13,5.0,14.0,80.0,1.0,0.0,389.0,85.0,1.0
AL,2021,41,24,2021-06-20,2.0,16.0,82.0,0.0,0.0,386.0,84.0,0.0
AL,2022,30,13,2022-04-03,20.0,11.0,69.0,0.0,0.0,409.0,89.0,0.0
AL,2022,31,14,2022-04-10,29.0,11.0,60.0,0.0,0.0,418.0,89.0,0.0
AL,2022,32,15,2022-04-17,32.0,7.0,61.0,0.0,0.0,425.0,93.0,0.0
AL,2022,33,16,2022-04-24,18.0,9.0,71.0,1.0,1.0,404.0,89.0,2.0
AL,2022,34,17,2022-05-01,16.0,2.0,80.0,1.0,1.0,409.0,96.0,2.0
AL,2022,35,18,2022-05-08,26.0,1.0,73.0,0.0,0.0,425.0,99.0,0.0
AL,2022,36,19,2022-05-15,29.0,4.0,66.0,1.0,0.0,423.0,95.0,1.0
AL,2022,37,20,2022-05-22,20.0,7.0,71.0,1.0,1.0,408.0,91.0,2.0
AL,2022,38,21,2022-05-29,14.0,6.0,80.0,0.0,0.0,408.0,94.0,0.0
AL,2022,39,22,2022-06-05,27.0,4.0,68.0,1.0,0.0,421.0,95.0,1.0
AL,2022,40,23,2022-06-12,34.0,10.0,54.0,1.0,1.0,419.0,88.0,2.0
AL,2023,30,13,2023-04-02,7.0,62.0,30.0,1.0,0.0,343.0,37.0,1.0
AL,2023,31,14,2023-04-09,3.0,53.0,36.0,8.0,0.0,334.0,39.0,8.0
AL,2023,32,15,2023-04-16,0.0,54.0,45.0,1.0,0.0,344.0,45.0,1.0
AL,2023,33,16,2023-04-23,1.0,47.0,51.0,1.0,0.0,352.0,52.0,1.0
AL,2023,34,17,2023-04-30,1.0,46.0,52.0,1.0,0.0,353.0,53.0,1.0
AL,2023,35,18,2023-05-07,4.0,41.0,54.0,1.0,0.0,361.0,58.0,1.0
AL,2023,36,19,2023-05-14,0.0,45.0,54.0,1.0,0.0,353.0,54.0,1.0
AL,2023,37,20,2023-05-21,6.0,41.0,52.0,1.0,0.0,363.0,58.0,1.0
AL,2023,38,21,2023-05-28,15.0,32.0,53.0,0.0,0.0,383.0,68.0,0.0
AL,2023,39,22,2023-06-04,23.0,31.0,46.0,0.0,0.0,392.0,69.0,0.0
AL,2023,40,23,2023-06-11,11.0,43.0,45.0,1.0,0.0,366.0,56.0,1.0
AL,2023,41,24,2023-06-18,12.0,34.0,53.0,1.0,0.0,376.0,65.0,1.0
AL,2024,30,13,2024-03-31,10.0,23.0,65.0,1.0,1.0,382.0,75.0,2.0
AL,2024,31,14,2024-04-07,12.0,21.0,66.0,1.0,0.0,389.0,78.0,1.0
AL,2024,32,15,2024-04-14,14.0,21.0,64.0,1.0,0.0,391.0,78.0,1.0
AL,2024,33,16,2024-04-21,17.0,20.0,61.0,1.0,1.0,392.0,78.0,2.0
AL,2024,34,17,2024-04-28,18.0,21.0,59.0,1.0,1.0,392.0,77.0,2.0
AL,2024,35,18,2024-05-05,4.0,29.0,66.0,1.0,0.0,373.0,70.0,1.0
AL,2024,36,19,2024-05-12,7.0,35.0,57.0,1.0,0.0,370.0,64.0,1.0
AL,2024,37,20,2024-05-19,14.0,26.0,59.0,1.0,0.0,386.0,73.0,1.0
AL,2024,38,21,2024-05-26,20.0,21.0,59.0,0.0,0.0,399.0,79.0,0.0
AL,2024,39,22,2024-06-02,17.0,18.0,65.0,0.0,0.0,399.0,82.0,0.0
AL,2024,40,23,2024-06-09,14.0,17.0,69.0,0.0,0.0,397.0,83.0,0.0
AL,2024,41,24,2024-06-16,16.0,15.0,69.0,0.0,0.0,401.0,85.0,0.0
AL,2025,31,14,2025-04-06,28.0,14.0,56.0,2.0,0.0,410.0,84.0,2.0
AL,2025,32,15,2025-04-13,30.0,12.0,56.0,2.0,0.0,414.0,86.0,2.0
AL,2025,33,16,2025-04-20,27.0,11.0,61.0,1.0,0.0,414.0,88.0,1.0
AL,2025,34,17,2025-04-27,28.0,15.0,56.0,1.0,0.0,411.0,84.0,1.0
AL,2025,35,18,2025-05-04,27.0,11.0,61.0,1.0,0.0,414.0,88.0,1.0
AL,2025,36,19,2025-05-11,25.0,11.0,62.0,2.0,0.0,410.0,87.0,2.0
AL,2025,37,20,2025-05-18,25.0,19.0,55.0,1.0,0.0,404.0,80.0,1.0
AL,2025,38,21,2025-05-25,22.0,20.0,54.0,4.0,0.0,394.0,76.0,4.0
AL,2025,39,22,2025-06-01,20.0,19.0,54.0,6.0,1.0,386.0,74.0,7.0
AL,2025,40,23,2025-06-08,23.0,15.0,60.0,2.0,0.0,404.0,83.0,2.0
AL,2025,41,24,2025-06-15,28.0,15.0,54.0,3.0,0.0,407.0,82.0,3.0
AR,2016,7,42,2015-10-18,0.0,57.0,25.0,6.0,12.0,295.0,25.0,18.0
AR,2016,8,43,2015-10-25,1.0,60.0,25.0,7.0,7.0,306.0,26.0,14.0
AR,2016,9,44,2015-11-01,2.0,51.0,38.0,5.0,4.0,329.0,40.0,9.0
AR,2016,10,45,2015-11-08,3.0,46.0,43.0,5.0,3.0,338.0,46.0,8.0
AR,2016,11,46,2015-11-15,4.0,45.0,40.0,8.0,3.0,334.0,44.0,11.0
AR,2016,12,47,2015-11-22,4.0,44.0,41.0,8.0,3.0,335.0,45.0,11.0
AR,2016,13,48,2015-11-29,4.0,49.0,36.0,8.0,3.0,330.0,40.0,11.0
AR,2016,29,12,2016-03-27,5.0,36.0,50.0,5.0,4.0,347.0,55.0,9.0
AR,2016,30,13,2016-04-03,10.0,35.0,48.0,4.0,3.0,358.0,58.0,7.0
AR,2016,31,14,2016-04-10,10.0,35.0,48.0,4.0,3.0,358.0,58.0,7.0
AR,2016,32,15,2016-04-17,11.0,32.0,49.0,5.0,3.0,360.0,60.0,8.0
AR,2016,33,16,2016-04-24,13.0,33.0,46.0,5.0,3.0,361.0,59.0,8.0
AR,2016,34,17,2016-05-01,12.0,34.0,45.0,6.0,3.0,357.0,57.0,9.0
AR,2016,35,18,2016-05-08,12.0,37.0,42.0,6.0,3.0,354.0,54.0,9.0
AR,2016,36,19,2016-05-15,11.0,37.0,43.0,6.0,3.0,353.0,54.0,9.0
AR,2016,37,20,2016-05-22,10.0,38.0,45.0,4.0,3.0,355.0,55.0,7.0
AR,2016,38,21,2016-05-29,9.0,38.0,45.0,5.0,3.0,352.0,54.0,8.0
AR,2016,39,22,2016-06-05,10.0,38.0,44.0,5.0,3.0,353.0,54.0,8.0
AR,2016,40,23,2016-06-12,13.0,32.0,45.0,7.0,3.0,358.0,58.0,10.0
AR,2016,41,24,2016-06-19,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,42,25,2016-06-26,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,43,26,2016-07-03,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,44,27,2016-07-10,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,45,28,2016-07-17,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,46,29,2016-07-24,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,47,30,2016-07-31,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,48,31,2016-08-07,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2016,49,32,2016-08-14,11.0,35.0,43.0,8.0,3.0,351.0,54.0,11.0
AR,2017,7,42,2016-10-23,1.0,73.0,15.0,7.0,4.0,302.0,16.0,11.0
AR,2017,8,43,2016-10-30,9.0,44.0,33.0,10.0,4.0,333.0,42.0,14.0
AR,2017,9,44,2016-11-06,9.0,38.0,38.0,9.0,6.0,335.0,47.0,15.0
AR,2017,10,45,2016-11-13,8.0,38.0,36.0,10.0,8.0,326.0,44.0,18.0
AR,2017,11,46,2016-11-20,10.0,36.0,38.0,9.0,7.0,335.0,48.0,16.0
AR,2017,12,47,2016-11-27,10.0,35.0,40.0,10.0,5.0,340.0,50.0,15.0
AR,2017,27,10,2017-03-12,22.0,28.0,45.0,3.0,2.0,382.0,67.0,5.0
AR,2017,28,11,2017-03-19,17.0,27.0,50.0,4.0,2.0,376.0,67.0,6.0
AR,2017,29,12,2017-03-26,11.0,23.0,59.0,5.0,2.0,372.0,70.0,7.0
AR,2017,30,13,2017-04-02,12.0,24.0,58.0,4.0,2.0,374.0,70.0,6.0
AR,2017,31,14,2017-04-09,11.0,21.0,63.0,4.0,1.0,379.0,74.0,5.0
AR,2017,32,15,2017-04-16,12.0,21.0,63.0,3.0,1.0,382.0,75.0,4.0
AR,2017,33,16,2017-04-23,13.0,20.0,60.0,5.0,2.0,377.0,73.0,7.0
AR,2017,34,17,2017-04-30,10.0,29.0,54.0,5.0,2.0,365.0,64.0,7.0
AR,2017,35,18,2017-05-07,11.0,25.0,57.0,6.0,1.0,371.0,68.0,7.0
AR,2017,36,19,2017-05-14,12.0,24.0,57.0,6.0,1.0,373.0,69.0,7.0
AR,2017,37,20,2017-05-21,11.0,23.0,60.0,4.0,2.0,374.0,71.0,6.0
AR,2017,38,21,2017-05-28,8.0,25.0,59.0,6.0,2.0,365.0,67.0,8.0
AR,2017,39,22,2017-06-04,7.0,27.0,58.0,7.0,1.0,363.0,65.0,8.0
AR,2017,40,23,2017-06-11,8.0,20.0,62.0,7.0,3.0,365.0,70.0,10.0
AR,2017,41,24,2017-06-18,8.0,20.0,62.0,7.0,3.0,365.0,70.0,10.0
AR,2017,42,25,2017-06-25,8.0,20.0,62.0,7.0,3.0,365.0,70.0,10.0
AR,2017,43,26,2017-07-02,8.0,20.0,62.0,7.0,3.0,365.0,70.0,10.0
AR,2017,44,27,2017-07-09,8.0,20.0,62.0,7.0,3.0,365.0,70.0,10.0
AR,2017,45,28,2017-07-16,8.0,20.0,62.0,7.0,3.0,365.0,70.0,10.0
AR,2018,8,43,2017-10-29,9.0,44.0,33.0,10.0,4.0,333.0,42.0,14.0
AR,2018,9,44,2017-11-05,9.0,44.0,33.0,10.0,4.0,333.0,42.0,14.0
AR,2018,10,45,2017-11-12,7.0,40.0,46.0,6.0,1.0,352.0,53.0,7.0
AR,2018,11,46,2017-11-19,8.0,33.0,53.0,5.0,1.0,362.0,61.0,6.0
AR,2018,12,47,2017-11-26,5.0,30.0,56.0,8.0,1.0,356.0,61.0,9.0
AR,2018,27,10,2018-03-11,5.0,28.0,54.0,11.0,2.0,349.0,59.0,13.0
AR,2018,28,11,2018-03-18,5.0,34.0,51.0,9.0,1.0,350.0,56.0,10.0
AR,2018,29,12,2018-03-25,7.0,31.0,54.0,7.0,1.0,359.0,61.0,8.0
AR,2018,30,13,2018-04-01,7.0,39.0,45.0,7.0,2.0,348.0,52.0,9.0
AR,2018,31,14,2018-04-08,6.0,44.0,40.0,8.0,2.0,340.0,46.0,10.0
AR,2018,32,15,2018-04-15,6.0,35.0,46.0,11.0,2.0,343.0,52.0,13.0
AR,2018,33,16,2018-04-22,6.0,35.0,49.0,8.0,2.0,349.0,55.0,10.0
AR,2018,34,17,2018-04-29,7.0,31.0,54.0,6.0,2.0,358.0,61.0,8.0
AR,2018,35,18,2018-05-06,8.0,37.0,50.0,4.0,1.0,360.0,58.0,5.0
AR,2018,36,19,2018-05-13,11.0,32.0,52.0,3.0,2.0,367.0,63.0,5.0
AR,2018,37,20,2018-05-20,10.0,31.0,52.0,5.0,2.0,363.0,62.0,7.0
AR,2018,38,21,2018-05-27,8.0,29.0,56.0,5.0,2.0,363.0,64.0,7.0
AR,2018,39,22,2018-06-03,7.0,31.0,54.0,6.0,2.0,358.0,61.0,8.0
AR,2018,40,23,2018-06-10,6.0,32.0,54.0,6.0,2.0,356.0,60.0,8.0
AR,2018,41,24,2018-06-17,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,42,25,2018-06-24,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,43,26,2018-07-01,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,44,27,2018-07-08,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,45,28,2018-07-15,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,46,29,2018-07-22,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,47,30,2018-07-29,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,48,31,2018-08-05,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,49,32,2018-08-12,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,50,33,2018-08-19,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,51,34,2018-08-26,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2018,52,35,2018-09-02,8.0,33.0,52.0,5.0,2.0,359.0,60.0,7.0
AR,2019,8,43,2018-10-28,8.0,33.0,51.0,6.0,2.0,357.0,59.0,8.0
AR,2019,9,44,2018-11-04,8.0,34.0,51.0,5.0,2.0,358.0,59.0,7.0
AR,2019,10,45,2018-11-11,9.0,35.0,50.0,6.0,0.0,362.0,59.0,6.0
AR,2019,11,46,2018-11-18,3.0,36.0,56.0,5.0,0.0,357.0,59.0,5.0
AR,2019,12,47,2018-11-25,4.0,43.0,47.0,6.0,0.0,349.0,51.0,6.0
AR,2019,13,48,2018-12-02,6.0,43.0,46.0,5.0,0.0,353.0,52.0,5.0
AR,2019,27,10,2019-03-10,3.0,44.0,22.0,23.0,8.0,289.0,25.0,31.0
AR,2019,28,11,2019-03-17,4.0,42.0,24.0,21.0,9.0,293.0,28.0,30.0
AR,2019,29,12,2019-03-24,5.0,34.0,27.0,23.0,11.0,292.0,32.0,34.0
AR,2019,30,13,2019-03-31,5.0,36.0,42.0,14.0,3.0,332.0,47.0,17.0
AR,2019,31,14,2019-04-07,6.0,41.0,44.0,8.0,1.0,346.0,50.0,9.0
AR,2019,32,15,2019-04-14,6.0,50.0,36.0,7.0,1.0,339.0,42.0,8.0
AR,2019,33,16,2019-04-21,5.0,59.0,29.0,6.0,1.0,331.0,34.0,7.0
AR,2019,34,17,2019-04-28,7.0,49.0,38.0,5.0,1.0,345.0,45.0,6.0
AR,2019,35,18,2019-05-05,8.0,40.0,47.0,4.0,1.0,357.0,55.0,5.0
AR,2019,36,19,2019-05-12,7.0,33.0,54.0,5.0,1.0,361.0,61.0,6.0
AR,2019,37,20,2019-05-19,8.0,32.0,53.0,6.0,1.0,361.0,61.0,7.0
AR,2019,38,21,2019-05-26,8.0,33.0,49.0,9.0,1.0,354.0,57.0,10.0
AR,2019,39,22,2019-06-02,10.0,29.0,45.0,11.0,5.0,344.0,55.0,16.0
AR,2019,40,23,2019-06-09,11.0,30.0,42.0,12.0,5.0,342.0,53.0,17.0
AR,2019,41,24,2019-06-16,7.0,39.0,38.0,12.0,4.0,332.0,45.0,16.0
AR,2019,42,25,2019-06-23,7.0,39.0,38.0,12.0,4.0,332.0,45.0,16.0
AR,2019,43,26,2019-06-30,7.0,39.0,38.0,12.0,4.0,332.0,45.0,16.0
AR,2019,44,27,2019-07-07,7.0,39.0,38.0,12.0,4.0,332.0,45.0,16.0
AR,2020,8,43,2019-10-27,9.0,36.0,44.0,8.0,3.0,348.0,53.0,11.0
AR,2020,9,44,2019-11-03,9.0,32.0,53.0,4.0,2.0,363.0,62.0,6.0
AR,2020,10,45,2019-11-10,7.0,41.0,44.0,5.0,3.0,347.0,51.0,8.0
AR,2020,11,46,2019-11-17,7.0,36.0,35.0,13.0,9.0,318.0,42.0,22.0
AR,2020,12,47,2019-11-24,7.0,42.0,29.0,12.0,10.0,311.0,36.0,22.0
AR,2020,13,48,2019-12-01,7.0,48.0,38.0,4.0,3.0,342.0,45.0,7.0
AR,2020,14,49,2019-12-08,6.0,50.0,34.0,6.0,4.0,332.0,40.0,10.0
AR,2020,28,11,2020-03-15,8.0,52.0,31.0,8.0,1.0,337.0,39.0,9.0
AR,2020,29,12,2020-03-22,5.0,49.0,38.0,8.0,0.0,340.0,43.0,8.0
AR,2020,30,13,2020-03-29,8.0,52.0,36.0,4.0,0.0,348.0,44.0,4.0
AR,2020,31,14,2020-04-05,14.0,48.0,34.0,4.0,0.0,358.0,48.0,4.0
AR,2020,32,15,2020-04-12,9.0,47.0,32.0,10.0,2.0,336.0,41.0,12.0
AR,2020,33,16,2020-04-19,7.0,51.0,36.0,6.0,0.0,344.0,43.0,6.0
AR,2020,34,17,2020-04-26,7.0,49.0,31.0,13.0,0.0,332.0,38.0,13.0
AR,2020,35,18,2020-05-03,8.0,46.0,40.0,6.0,0.0,350.0,48.0,6.0
AR,2020,36,19,2020-05-10,11.0,45.0,41.0,3.0,0.0,360.0,52.0,3.0
AR,2020,37,20,2020-05-17,7.0,49.0,32.0,12.0,0.0,334.0,39.0,12.0
AR,2020,38,21,2020-05-24,9.0,58.0,29.0,4.0,0.0,343.0,38.0,4.0
AR,2020,39,22,2020-05-31,7.0,49.0,25.0,13.0,6.0,314.0,32.0,19.0
AR,2020,40,23,2020-06-07,6.0,43.0,27.0,15.0,9.0,306.0,33.0,24.0
AR,2020,41,24,2020-06-14,8.0,48.0,35.0,8.0,1.0,341.0,43.0,9.0
AR,2020,42,25,2020-06-21,8.0,48.0,38.0,5.0,1.0,347.0,46.0,6.0
AR,2020,43,26,2020-06-28,8.0,48.0,38.0,5.0,1.0,347.0,46.0,6.0
AR,2020,44,27,2020-07-05,8.0,48.0,38.0,5.0,1.0,347.0,46.0,6.0
AR,2020,45,28,2020-07-12,8.0,48.0,38.0,5.0,1.0,347.0,46.0,6.0
AR,2020,46,29,2020-07-19,8.0,48.0,38.0,5.0,1.0,347.0,46.0,6.0
AR,2021,8,43,2020-10-25,9.0,41.0,36.0,11.0,3.0,337.0,45.0,14.0
AR,2021,9,44,2020-11-01,9.0,50.0,36.0,4.0,1.0,348.0,45.0,5.0
AR,2021,10,45,2020-11-08,10.0,49.0,38.0,3.0,0.0,355.0,48.0,3.0
AR,2021,11,46,2020-11-15,12.0,43.0,33.0,10.0,2.0,343.0,45.0,12.0
AR,2021,12,47,2020-11-22,10.0,39.0,39.0,8.0,4.0,343.0,49.0,12.0
AR,2021,13,48,2020-11-29,9.0,47.0,40.0,4.0,0.0,354.0,49.0,4.0
AR,2021,27,10,2021-03-14,9.0,44.0,44.0,3.0,0.0,359.0,53.0,3.0
AR,2021,28,11,2021-03-21,10.0,39.0,47.0,4.0,0.0,363.0,57.0,4.0
AR,2021,29,12,2021-03-28,9.0,38.0,50.0,3.0,0.0,365.0,59.0,3.0
AR,2021,30,13,2021-04-04,9.0,38.0,49.0,4.0,0.0,363.0,58.0,4.0
AR,2021,31,14,2021-04-11,8.0,30.0,57.0,5.0,0.0,368.0,65.0,5.0
AR,2021,32,15,2021-04-18,7.0,39.0,48.0,6.0,0.0,356.0,55.0,6.0
AR,2021,33,16,2021-04-25,13.0,37.0,46.0,4.0,0.0,368.0,59.0,4.0
AR,2021,34,17,2021-05-02,10.0,34.0,50.0,6.0,0.0,364.0,60.0,6.0
AR,2021,35,18,2021-05-09,11.0,33.0,50.0,6.0,0.0,366.0,61.0,6.0
AR,2021,36,19,2021-05-16,13.0,32.0,48.0,7.0,0.0,367.0,61.0,7.0
AR,2021,37,20,2021-05-23,11.0,30.0,50.0,9.0,0.0,363.0,61.0,9.0
AR,2021,38,21,2021-05-30,17.0,22.0,54.0,7.0,0.0,381.0,71.0,7.0
AR,2021,39,22,2021-06-06,12.0,27.0,46.0,15.0,0.0,355.0,58.0,15.0
AR,2021,40,23,2021-06-13,11.0,28.0,38.0,10.0,13.0,324.0,49.0,23.0
AR,2021,41,24,2021-06-20,12.0,29.0,37.0,12.0,10.0,329.0,49.0,22.0
AR,2021,42,25,2021-06-27,13.0,32.0,37.0,10.0,8.0,337.0,50.0,18.0
AR,2021,43,26,2021-07-04,13.0,32.0,37.0,10.0,8.0,337.0,50.0,18.0
AR,2022,7,42,2021-10-24,11.0,45.0,39.0,4.0,1.0,355.0,50.0,5.0
AR,2022,8,43,2021-10-31,13.0,50.0,31.0,5.0,1.0,350.0,44.0,6.0
AR,2022,9,44,2021-11-07,11.0,42.0,40.0,6.0,1.0,354.0,51.0,7.0
AR,2022,10,45,2021-11-14,10.0,38.0,46.0,5.0,1.0,359.0,56.0,6.0
AR,2022,11,46,2021-11-21,13.0,40.0,41.0,5.0,1.0,360.0,54.0,6.0
AR,2022,12,47,2021-11-28,15.0,31.0,47.0,6.0,1.0,369.0,62.0,7.0
