state_alpha,season,week,cal_week,week_ending,EXCELLENT,FAIR,GOOD,POOR,VERY POOR,INDEX,GE,PVP
US,2016,17,28,2016-07-17,11.0,24.0,58.0,5.0,2.0,371.0,69.0,7.0
US,2016,18,29,2016-07-24,10.0,24.0,58.0,6.0,2.0,368.0,68.0,8.0
US,2016,19,30,2016-07-31,10.0,24.0,58.0,6.0,2.0,368.0,68.0,8.0
US,2016,20,31,2016-08-07,10.0,24.0,58.0,6.0,2.0,368.0,68.0,8.0
US,2016,21,32,2016-08-14,10.0,25.0,56.0,6.0,3.0,364.0,66.0,9.0
US,2017,10,21,2017-05-28,9.0,32.0,53.0,5.0,1.0,364.0,62.0,6.0
US,2017,11,22,2017-06-04,7.0,34.0,48.0,8.0,3.0,348.0,55.0,11.0
US,2017,12,23,2017-06-11,7.0,35.0,38.0,13.0,7.0,325.0,45.0,20.0
US,2017,13,24,2017-06-18,6.0,32.0,35.0,18.0,9.0,311.0,41.0,27.0
US,2017,14,25,2017-06-25,7.0,32.0,33.0,18.0,10.0,309.0,40.0,28.0
US,2017,15,26,2017-07-02,7.0,30.0,30.0,20.0,13.0,298.0,37.0,33.0
US,2017,16,27,2017-07-09,6.0,26.0,29.0,20.0,19.0,283.0,35.0,39.0
US,2017,17,28,2017-07-16,6.0,25.0,28.0,20.0,21.0,278.0,34.0,41.0
US,2017,18,29,2017-07-23,5.0,27.0,28.0,19.0,21.0,277.0,33.0,40.0
US,2017,19,30,2017-07-30,5.0,26.0,26.0,21.0,22.0,271.0,31.0,43.0
US,2017,20,31,2017-08-06,7.0,25.0,25.0,21.0,22.0,274.0,32.0,43.0
US,2017,21,32,2017-08-13,6.0,25.0,27.0,18.0,24.0,273.0,33.0,42.0
US,2017,22,33,2017-08-20,7.0,24.0,27.0,19.0,23.0,276.0,34.0,42.0
US,2018,11,22,2018-06-03,9.0,26.0,61.0,3.0,1.0,374.0,70.0,4.0
US,2018,12,23,2018-06-10,9.0,27.0,61.0,2.0,1.0,375.0,70.0,3.0
US,2018,13,24,2018-06-17,14.0,19.0,64.0,2.0,1.0,388.0,78.0,3.0
US,2018,14,25,2018-06-24,14.0,18.0,63.0,3.0,2.0,384.0,77.0,5.0
US,2018,15,26,2018-07-01,13.0,18.0,64.0,4.0,1.0,384.0,77.0,5.0
US,2018,16,27,2018-07-08,14.0,16.0,66.0,3.0,1.0,389.0,80.0,4.0
US,2018,17,28,2018-07-15,13.0,16.0,67.0,3.0,1.0,388.0,80.0,4.0
US,2018,18,29,2018-07-22,14.0,17.0,65.0,3.0,1.0,388.0,79.0,4.0
US,2018,19,30,2018-07-29,14.0,18.0,64.0,3.0,1.0,387.0,78.0,4.0
US,2018,20,31,2018-08-05,14.0,20.0,60.0,5.0,1.0,381.0,74.0,6.0
US,2018,21,32,2018-08-12,13.0,20.0,62.0,4.0,1.0,382.0,75.0,5.0
US,2018,22,33,2018-08-19,11.0,21.0,63.0,4.0,1.0,379.0,74.0,5.0
US,2019,11,22,2019-06-02,8.0,16.0,75.0,1.0,0.0,390.0,83.0,1.0
US,2019,12,23,2019-06-09,8.0,18.0,73.0,1.0,0.0,388.0,81.0,1.0
US,2019,13,24,2019-06-16,8.0,21.0,69.0,1.0,1.0,382.0,77.0,2.0
US,2019,14,25,2019-06-23,8.0,22.0,67.0,3.0,0.0,380.0,75.0,3.0
US,2019,15,26,2019-06-30,8.0,21.0,67.0,3.0,1.0,378.0,75.0,4.0
US,2019,16,27,2019-07-07,8.0,19.0,70.0,3.0,0.0,383.0,78.0,3.0
US,2019,17,28,2019-07-14,10.0,20.0,66.0,4.0,0.0,382.0,76.0,4.0
US,2019,18,29,2019-07-21,13.0,20.0,63.0,4.0,0.0,385.0,76.0,4.0
US,2019,19,30,2019-07-28,11.0,21.0,62.0,5.0,1.0,377.0,73.0,6.0
US,2019,20,31,2019-08-04,10.0,22.0,63.0,5.0,0.0,378.0,73.0,5.0
US,2019,21,32,2019-08-11,12.0,23.0,57.0,7.0,1.0,372.0,69.0,8.0
US,2019,22,33,2019-08-18,12.0,23.0,58.0,6.0,1.0,374.0,70.0,7.0
US,2019,23,34,2019-08-25,9.0,25.0,60.0,5.0,1.0,371.0,69.0,6.0
US,2019,24,35,2019-09-01,9.0,25.0,58.0,6.0,2.0,366.0,67.0,8.0
US,2020,11,22,2020-05-31,8.0,18.0,72.0,1.0,1.0,385.0,80.0,2.0
US,2020,12,23,2020-06-07,10.0,17.0,72.0,1.0,0.0,391.0,82.0,1.0
US,2020,13,24,2020-06-14,8.0,17.0,73.0,2.0,0.0,387.0,81.0,2.0
US,2020,14,25,2020-06-21,7.0,21.0,68.0,3.0,1.0,377.0,75.0,4.0
US,2020,15,26,2020-06-28,9.0,25.0,60.0,5.0,1.0,371.0,69.0,6.0
US,2020,16,27,2020-07-05,11.0,24.0,59.0,5.0,1.0,374.0,70.0,6.0
US,2020,17,28,2020-07-12,11.0,24.0,57.0,6.0,2.0,369.0,68.0,8.0
US,2020,18,29,2020-07-19,13.0,25.0,55.0,5.0,2.0,372.0,68.0,7.0
US,2020,19,30,2020-07-26,10.0,24.0,60.0,4.0,2.0,372.0,70.0,6.0
US,2020,20,31,2020-08-02,11.0,22.0,62.0,4.0,1.0,378.0,73.0,5.0
US,2020,21,32,2020-08-09,12.0,24.0,57.0,5.0,2.0,372.0,69.0,7.0
US,2020,22,33,2020-08-16,12.0,24.0,58.0,4.0,2.0,374.0,70.0,6.0
US,2020,23,34,2020-08-23,13.0,23.0,58.0,4.0,2.0,376.0,71.0,6.0
US,2021,9,20,2021-05-23,4.0,41.0,41.0,12.0,2.0,333.0,45.0,14.0
US,2021,10,21,2021-05-30,4.0,37.0,39.0,16.0,4.0,323.0,43.0,20.0
US,2021,11,22,2021-06-06,3.0,37.0,35.0,16.0,9.0,307.0,38.0,25.0
US,2021,12,23,2021-06-13,3.0,36.0,34.0,18.0,9.0,304.0,37.0,27.0
US,2021,13,24,2021-06-20,2.0,36.0,25.0,22.0,15.0,277.0,27.0,37.0
US,2021,14,25,2021-06-27,2.0,41.0,18.0,25.0,14.0,269.0,20.0,39.0
US,2021,15,26,2021-07-04,2.0,34.0,14.0,32.0,18.0,250.0,16.0,50.0
US,2021,16,27,2021-07-11,1.0,29.0,15.0,34.0,21.0,241.0,16.0,55.0
US,2021,17,28,2021-07-18,1.0,26.0,10.0,34.0,29.0,220.0,11.0,63.0
US,2021,18,29,2021-07-25,1.0,25.0,8.0,34.0,32.0,212.0,9.0,66.0
US,2021,19,30,2021-08-01,1.0,26.0,9.0,34.0,30.0,217.0,10.0,64.0
US,2021,20,31,2021-08-08,1.0,28.0,10.0,32.0,29.0,222.0,11.0,61.0
US,2021,21,32,2021-08-15,1.0,26.0,10.0,35.0,28.0,221.0,11.0,63.0
US,2022,12,23,2022-06-12,5.0,37.0,49.0,7.0,2.0,348.0,54.0,9.0
US,2022,13,24,2022-06-19,7.0,35.0,52.0,5.0,1.0,359.0,59.0,6.0
US,2022,14,25,2022-06-26,6.0,33.0,53.0,5.0,3.0,354.0,59.0,8.0
US,2022,15,26,2022-07-03,7.0,26.0,59.0,6.0,2.0,363.0,66.0,8.0
US,2022,16,27,2022-07-10,7.0,25.0,63.0,4.0,1.0,371.0,70.0,5.0
US,2022,17,28,2022-07-17,10.0,23.0,61.0,5.0,1.0,374.0,71.0,6.0
US,2022,18,29,2022-07-24,9.0,24.0,59.0,7.0,1.0,368.0,68.0,8.0
US,2022,19,30,2022-07-31,10.0,23.0,60.0,6.0,1.0,372.0,70.0,7.0
US,2022,20,31,2022-08-07,9.0,28.0,55.0,7.0,1.0,364.0,64.0,8.0
US,2022,21,32,2022-08-14,6.0,30.0,58.0,6.0,0.0,364.0,64.0,6.0
US,2022,22,33,2022-08-21,8.0,28.0,56.0,7.0,1.0,363.0,64.0,8.0
US,2022,23,34,2022-08-28,10.0,26.0,58.0,5.0,1.0,371.0,68.0,6.0
US,2023,11,22,2023-06-04,6.0,34.0,58.0,2.0,0.0,368.0,64.0,2.0
US,2023,12,23,2023-06-11,4.0,33.0,56.0,6.0,1.0,356.0,60.0,7.0
US,2023,13,24,2023-06-18,3.0,37.0,48.0,10.0,2.0,340.0,51.0,12.0
US,2023,14,25,2023-06-25,2.0,38.0,48.0,9.0,3.0,337.0,50.0,12.0
US,2023,15,26,2023-07-02,2.0,40.0,46.0,9.0,3.0,335.0,48.0,12.0
US,2023,16,27,2023-07-09,2.0,37.0,45.0,12.0,4.0,329.0,47.0,16.0
US,2023,17,28,2023-07-16,3.0,35.0,48.0,11.0,3.0,337.0,51.0,14.0
US,2023,18,29,2023-07-23,4.0,35.0,45.0,12.0,4.0,333.0,49.0,16.0
US,2023,19,30,2023-07-30,2.0,42.0,40.0,13.0,3.0,325.0,42.0,16.0
US,2023,20,31,2023-08-06,2.0,39.0,39.0,16.0,4.0,319.0,41.0,20.0
US,2023,21,32,2023-08-13,3.0,38.0,39.0,16.0,4.0,321.0,42.0,20.0
US,2023,22,33,2023-08-20,3.0,39.0,35.0,19.0,4.0,314.0,38.0,23.0
US,2023,23,34,2023-08-27,3.0,39.0,34.0,20.0,4.0,312.0,37.0,24.0
US,2024,11,22,2024-06-02,5.0,24.0,69.0,2.0,0.0,377.0,74.0,2.0
US,2024,12,23,2024-06-09,5.0,25.0,67.0,3.0,0.0,374.0,72.0,3.0
US,2024,13,24,2024-06-16,8.0,20.0,68.0,3.0,1.0,379.0,76.0,4.0
US,2024,14,25,2024-06-23,7.0,25.0,64.0,3.0,1.0,373.0,71.0,4.0
US,2024,15,26,2024-06-30,11.0,24.0,61.0,3.0,1.0,378.0,72.0,4.0
US,2024,16,27,2024-07-07,10.0,21.0,65.0,3.0,1.0,380.0,75.0,4.0
US,2024,17,28,2024-07-14,10.0,20.0,67.0,3.0,0.0,384.0,77.0,3.0
US,2024,18,29,2024-07-21,12.0,18.0,65.0,4.0,1.0,383.0,77.0,5.0
US,2024,19,30,2024-07-28,11.0,22.0,63.0,4.0,0.0,381.0,74.0,4.0
US,2024,20,31,2024-08-04,11.0,22.0,63.0,3.0,1.0,380.0,74.0,4.0
US,2024,21,32,2024-08-11,13.0,23.0,59.0,4.0,1.0,379.0,72.0,5.0
US,2024,22,33,2024-08-18,12.0,22.0,61.0,4.0,1.0,379.0,73.0,5.0
US,2024,23,34,2024-08-25,13.0,21.0,56.0,7.0,3.0,369.0,69.0,10.0
US,2025,10,21,2025-05-25,2.0,37.0,43.0,15.0,3.0,326.0,45.0,18.0
US,2025,11,22,2025-06-01,3.0,37.0,47.0,13.0,0.0,340.0,50.0,13.0
US,2025,12,23,2025-06-08,3.0,38.0,50.0,9.0,0.0,347.0,53.0,9.0
US,2025,13,24,2025-06-15,4.0,34.0,53.0,9.0,0.0,352.0,57.0,9.0
US,2025,14,25,2025-06-22,5.0,31.0,49.0,12.0,3.0,341.0,54.0,15.0
US,2025,15,26,2025-06-29,5.0,33.0,48.0,13.0,1.0,343.0,53.0,14.0
US,2025,16,27,2025-07-06,5.0,35.0,45.0,12.0,3.0,337.0,50.0,15.0
US,2025,17,28,2025-07-13,5.0,33.0,49.0,12.0,1.0,345.0,54.0,13.0
US,2025,18,29,2025-07-20,5.0,32.0,47.0,13.0,3.0,338.0,52.0,16.0
US,2025,19,30,2025-07-27,5.0,33.0,44.0,14.0,4.0,332.0,49.0,18.0
US,2025,20,31,2025-08-03,5.0,35.0,43.0,13.0,4.0,332.0,48.0,17.0
US,2025,21,32,2025-08-10,5.0,33.0,44.0,13.0,5.0,331.0,49.0,18.0
US,2025,22,33,2025-08-17,5.0,32.0,45.0,14.0,4.0,333.0,50.0,18.0
US,2025,23,34,2025-08-24,6.0,33.0,43.0,14.0,4.0,333.0,49.0,18.0
